"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm),Outer Inseam,Inner Inseam
88.97371826171874,101.45,48.87105712890625,103.59189453125,84.5657958984375,60.81707763671875,47.95466918945313,106.47467041015625,64.78731079101563,102.8246337890625,7.149380493164062,8.986261749267578,99.32528991699219,75.57953414916992
81.74718627929687,91.46535034179688,46.80467834472656,97.95026245117188,89.85465698242187,54.36480712890625,46.22677307128906,111.74320068359376,66.90167846679688,94.31732177734375,7.343596649169922,9.216485595703125,104.39960403442383,80.63817138671875
85.0462890625,97.16238403320312,47.916326904296874,100.1876953125,79.6654296875,58.44342041015625,46.58155212402344,100.46260986328124,62.59666748046875,98.32376708984376,6.9008941650390625,8.449417114257812,93.56171569824218,71.21601257324218
76.16697998046875,88.260595703125,45.68504638671875,92.63053588867187,80.09996337890625,53.160345458984374,44.105770874023435,101.34627075195313,62.39840087890625,91.13132934570312,6.86046142578125,8.066404724121094,94.48580932617188,72.03355865478515
94.09403686523437,106.41383056640625,49.54697265625,105.062109375,81.46412353515625,62.109283447265625,49.176412963867186,103.8341064453125,64.55263671875,107.50875244140624,6.987204742431641,8.771894836425782,96.84690170288086,72.69222869873047
79.41080932617187,90.02052612304688,46.190042114257814,94.21903686523437,83.88184814453125,52.183685302734375,44.59716796875,105.50867919921875,63.7497314453125,91.88095092773438,7.137006378173828,8.65738296508789,98.37167282104492,75.22446517944336
79.83267822265626,90.97750854492188,46.36270446777344,95.09849243164062,80.639794921875,55.05245361328125,44.818136596679686,102.32316284179687,63.035394287109376,94.444482421875,6.949122619628906,8.296578979492187,95.37404022216796,72.34321594238281
87.6885986328125,99.73546752929687,48.47539367675781,102.52596435546874,83.34147338867187,60.266119384765624,47.65078430175781,104.91435546875,64.36727294921874,101.5174072265625,7.090940856933594,8.872614288330078,97.8234146118164,74.4688591003418
91.27027587890625,103.05059814453125,49.61275939941406,104.77471923828125,75.68494262695313,60.72422485351562,47.6784912109375,94.78792114257813,61.722894287109376,101.07010498046876,6.672985076904297,7.9979408264160154,88.11493606567383,67.6870018005371
97.36853637695313,105.63702392578125,49.73026123046875,102.69246826171874,67.741845703125,57.21049194335937,46.093569946289065,89.6313720703125,59.569451904296876,105.00181884765625,6.4241477966308596,7.5614265441894535,83.20722427368165,60.18041915893555
93.58072509765626,104.7122802734375,49.07518005371094,101.35546264648437,81.1657470703125,58.11008911132812,47.2264404296875,104.48262939453124,63.758111572265626,105.49298095703125,7.172016143798828,8.767066955566406,97.31061325073242,72.3986801147461
88.93068237304688,98.05972900390626,48.64718322753906,103.27789306640625,92.20768432617187,58.7208984375,47.14842834472656,114.60704345703125,68.45045776367188,99.91143188476562,7.594072723388672,9.449695587158203,107.01297073364258,82.75798873901367
90.51482543945312,102.15142211914062,48.906317138671874,101.67271728515625,79.35403442382812,58.18994140625,46.90492248535156,101.16009521484375,62.54337158203125,102.4056396484375,6.99413833618164,8.569622039794922,94.16595687866212,70.7844123840332
86.08970336914062,97.80918579101562,48.210751342773435,101.3766845703125,86.10630493164062,58.7491943359375,46.86765747070312,108.09559326171875,65.06979370117188,99.89920654296876,7.263740539550781,9.046810150146484,100.83185272216797,77.05949478149414
98.24046020507812,110.25855712890625,50.31380920410156,105.49224853515625,80.91701049804688,61.4849853515625,49.26313781738281,104.2983642578125,64.40804443359374,111.3060546875,7.081047821044922,8.81329803466797,97.21731643676758,72.10371246337891
100.87369995117187,112.376025390625,50.70419616699219,105.3281982421875,80.56841430664062,60.56141357421875,49.1369140625,104.634130859375,64.30452270507813,113.2257080078125,7.162858581542968,8.853115844726563,97.47127227783203,71.71529846191406
79.83429565429688,92.78900756835938,46.422848510742185,94.75304565429687,76.46048583984376,56.58594970703125,45.148486328125,97.48881225585937,61.44246826171875,95.13903198242187,6.721009063720703,7.8331855773925785,90.76780319213867,68.62730026245117
83.360009765625,93.29824829101562,47.20345458984375,98.86407470703125,89.16508178710937,55.49637451171875,46.341180419921876,111.19908447265625,66.63422241210938,95.88203125,7.358207702636719,9.193621826171874,103.84087677001953,79.9714599609375
94.16577758789063,106.25391845703125,50.43892211914063,108.66815185546875,88.31343994140624,63.772491455078125,49.26723022460938,110.32647705078125,66.826708984375,106.97381591796875,7.338697052001953,9.310078430175782,102.9877799987793,79.00336151123047
84.96453857421875,95.34136962890625,47.24850158691406,97.98688354492188,85.15216064453125,56.187713623046875,45.918032836914065,107.7787353515625,64.91995239257812,97.71602172851563,7.277433776855469,8.959833526611328,100.50130157470703,76.19232711791992
79.35044555664062,90.72894897460938,46.22062377929687,94.47655029296875,79.80341186523438,55.16029052734375,44.65708923339844,101.49512939453125,62.77275390625,94.33165283203125,6.910651397705078,8.164900970458984,94.58447799682617,71.6385108947754
78.10203247070312,89.85616455078124,46.11882629394531,94.06089477539062,80.1812744140625,54.12340087890625,44.4155517578125,101.58137817382813,62.5101318359375,92.75908813476562,6.901367950439453,8.182476043701172,94.68001022338868,71.99879837036133
101.91746826171875,112.88494873046875,51.492645263671875,108.1900390625,86.979833984375,60.801239013671875,49.37393493652344,110.8868408203125,66.31943969726562,112.409521484375,7.529580688476562,9.509877777099609,103.35726013183594,77.46995620727539
78.03545532226562,90.0173828125,46.124429321289064,93.88543701171875,79.22044067382812,54.34041748046875,44.24725341796875,100.636083984375,62.08919677734375,92.82783813476563,6.864856719970703,8.085672760009766,93.7712272644043,71.13476791381837
87.50531005859375,98.32581176757813,47.92490844726562,99.22938232421875,81.25828247070312,56.90322265625,46.112744140625,103.57469482421875,63.26390380859375,99.73251342773438,7.117472839355469,8.726499938964844,96.45722198486328,72.53178253173829
91.54559936523438,102.39379272460937,48.81251831054688,101.07901000976562,79.25338134765624,57.77897338867187,46.6470703125,101.57892456054688,62.835699462890624,102.73623046875,7.030531311035157,8.537731170654297,94.54839324951172,70.71565017700195
73.94549560546875,87.02053833007812,45.39132080078125,90.26148071289063,77.66422119140626,50.83900451660156,42.6872314453125,98.56514892578124,60.475311279296875,87.69053955078125,6.786624145507813,7.775611877441406,91.77852478027344,69.88860931396485
81.77218017578124,93.20626831054688,46.896881103515625,96.53128662109376,79.48291015625,56.527276611328126,45.073794555664065,101.17405395507812,62.5198974609375,96.3171875,6.942474365234375,8.292623138427734,94.23157958984375,71.19028701782227
89.485205078125,101.5577392578125,48.88429260253906,102.36204223632812,84.57506103515625,59.15433349609375,47.32954406738281,107.02794189453125,64.46235961914063,103.02939453125,7.2539794921875,9.048637390136719,99.77396240234376,75.52642364501953
83.85799560546874,94.970068359375,47.40145263671875,98.22332153320312,80.08816528320312,57.03208618164062,45.52214660644531,101.7498779296875,62.69195556640625,97.51068725585938,6.9959869384765625,8.48794937133789,94.75389099121094,71.60021591186523
102.502978515625,112.460791015625,51.58638916015625,108.93653564453125,89.31583251953126,61.4113525390625,49.264096069335935,113.29005126953125,67.60568237304688,111.994189453125,7.669343566894531,9.628140258789063,105.62070770263672,79.68769226074218
88.19276733398438,97.94163208007812,47.682421875,96.73353881835938,71.52611694335937,54.08870849609375,44.545083618164064,93.77024536132812,59.8783447265625,98.27217407226563,6.6099365234375,7.771820831298828,87.16030883789062,63.754296112060544
85.72782592773437,96.74215698242188,47.64462890625,99.03655395507812,84.98096923828125,56.86744995117188,46.29829711914063,107.38502197265625,64.6861083984375,98.78753051757812,7.263240814208984,8.976485443115234,100.12178115844726,76.00448379516601
98.4630126953125,110.56868896484374,50.39002380371094,105.7607666015625,80.86439208984375,61.69685668945313,49.37791442871094,104.221826171875,64.41458129882812,111.5961181640625,7.070893859863281,8.810621643066407,97.15093231201172,72.05377044677735
90.5355712890625,100.16505737304688,48.278561401367185,99.35900268554687,77.89994506835937,56.0483642578125,45.67799377441406,100.70479736328124,62.33333129882813,101.04514770507812,6.991130065917969,8.471563720703125,93.71366729736329,69.42838134765626
102.66268310546874,114.6133056640625,51.6470458984375,107.6815185546875,73.68146362304688,60.7305908203125,48.757958984375,95.73171997070312,61.244317626953126,111.83023681640626,6.726554870605469,8.145903015136719,89.00516510009766,65.53556060791016
96.6955810546875,107.886962890625,49.757781982421875,103.2359619140625,81.70202026367187,59.401800537109374,48.229855346679685,105.3948974609375,64.3951904296875,108.99857177734376,7.2072998046875,8.890486907958984,98.18759765625,72.8115333557129
80.1197265625,93.60902099609375,46.451953125,95.26666259765625,74.67474975585938,57.18782958984375,45.82467346191406,95.051953125,60.98865966796875,95.07566528320312,6.556370544433594,7.67510757446289,88.4955825805664,66.99964218139648
96.55753784179687,107.29490966796875,49.787045288085935,103.18975830078125,83.385791015625,58.62078857421875,47.855410766601565,107.104931640625,64.79335327148438,107.778857421875,7.3332572937011715,9.057021331787109,99.77167434692383,74.32876968383789
92.49646606445313,102.13346557617187,48.68580017089844,100.2010009765625,76.62539672851562,56.77572021484375,46.07159423828125,99.40820922851563,62.14822998046875,103.014599609375,6.934419250488281,8.344805145263672,92.47378997802734,68.28059158325195
84.65165405273437,93.31537475585938,47.41968688964844,99.87266235351562,92.42636108398438,55.37290649414062,46.54777526855469,114.623095703125,68.40772094726563,95.80697631835938,7.519563293457031,9.410604858398438,107.10353240966796,83.01575622558593
80.61376342773437,92.2777587890625,46.64790344238281,95.67530517578125,79.62171630859375,55.865087890625,44.958169555664064,101.11566162109375,62.53300170898437,95.2805419921875,6.92297134399414,8.223088836669922,94.19269027709962,71.39862747192383
80.56611328125,91.07675170898438,46.47927551269531,95.73964233398438,83.19390869140625,54.386480712890624,45.217523193359376,104.851318359375,64.01600952148438,94.35280151367188,7.078606414794922,8.600621795654297,97.77271194458008,74.59328689575196
79.6035888671875,91.8905029296875,46.352481079101565,94.64691772460938,76.79446411132812,55.95890502929687,44.66050720214844,98.20194091796876,61.46175537109375,94.58854370117187,6.753099060058593,7.919732666015625,91.44884185791015,68.8747314453125
89.41211547851563,101.24630126953124,48.495663452148435,101.09133911132812,83.06768798828125,58.469207763671875,47.24974060058594,105.6647216796875,64.07402954101562,102.58603515625,7.180133056640625,8.932563018798827,98.48458862304688,74.13512496948242
80.56748657226562,91.35921020507813,46.53181457519531,95.83297119140624,82.07010498046876,54.94386596679688,45.127978515625,103.7349609375,63.583563232421874,94.73724975585938,7.023080444335937,8.48729248046875,96.71188049316406,73.5828125
86.11138916015625,96.47018432617188,47.31119384765625,95.96063842773438,75.4450439453125,53.35721435546875,44.17518310546875,98.12376098632812,60.827642822265624,96.12374267578124,6.804278564453125,8.097598266601562,91.319482421875,67.34744567871094
94.64321899414062,103.61395263671875,49.202392578125,102.11837768554688,70.31423950195312,57.833917236328126,46.405181884765625,92.17046508789062,60.39266357421875,104.13233642578125,6.515491485595703,7.795317077636719,85.65497360229492,62.51892242431641
102.92255859375,115.42216796875,51.964453125,112.7425537109375,85.2703369140625,66.41463623046874,51.77516479492188,107.85477294921876,66.8887939453125,114.7857177734375,7.1402435302734375,9.210302734375,100.71452941894532,76.0600341796875
105.9465576171875,118.13458251953125,51.931915283203125,110.529248046875,76.83876342773438,64.754541015625,51.294671630859376,99.6925537109375,64.02259521484375,116.756298828125,6.770336151123047,8.463615417480469,92.92221755981446,68.37514801025391
90.26620483398438,102.34822387695313,49.32271728515625,104.20015869140624,86.2009765625,60.507537841796875,47.718841552734375,108.46436767578125,65.24467163085937,103.78701171875,7.309811401367187,9.149370574951172,101.15455627441406,77.05160598754883
86.56151733398437,97.32346801757812,48.43177490234375,102.80806884765624,89.76761474609376,59.006072998046875,47.1994140625,111.64775390625,66.930078125,99.48391723632812,7.401390075683594,9.270702362060547,104.24636383056641,80.49691238403321
81.39525146484375,92.78097534179688,46.863583374023435,97.5526611328125,85.67051391601562,55.39344482421875,46.104608154296876,107.44744873046875,64.68899536132812,95.55477905273438,7.166604614257812,8.954077911376952,100.28084411621094,76.71643600463867
97.8514404296875,110.45826416015625,50.65636291503906,106.1064208984375,82.65119018554688,60.70087890625,49.18944396972656,105.93465576171874,64.28451538085938,110.94439697265625,7.197130584716797,9.0877197265625,98.73752517700196,73.56347045898437
87.87222290039062,100.03917236328125,48.66579895019531,102.9964599609375,81.19921264648437,60.31083984375,47.647927856445314,101.83909912109375,63.51694946289062,100.57844848632813,6.95379867553711,8.625321197509766,94.88530044555664,72.5738914489746
85.6565185546875,97.13688354492187,48.302435302734374,102.32089233398438,88.19396362304687,59.052215576171875,47.124411010742186,109.929296875,66.04129028320312,99.3886474609375,7.310913848876953,9.16263427734375,102.61838302612304,79.03132934570313
91.8080810546875,103.0436767578125,48.920355224609374,101.375244140625,83.85966796875,57.774786376953124,47.19443359375,107.02528076171875,64.3913330078125,104.06077880859375,7.310565185546875,9.071482849121093,99.71471557617187,74.7881851196289
95.01271362304688,106.35679931640625,49.511453247070314,101.98507080078124,79.6630615234375,57.942559814453126,47.14084167480469,102.88009033203124,63.0108642578125,106.27442626953125,7.108406829833984,8.63717041015625,95.77168350219726,71.02589111328125
84.3986328125,96.21067504882812,47.79349365234375,100.25362548828124,85.70224609375,57.962158203125,46.617364501953126,107.55380859375,64.78547973632813,98.54813232421876,7.216712188720703,8.993067932128906,100.3370964050293,76.7091781616211
86.695361328125,96.60999755859375,47.59681091308594,96.6912841796875,78.37244873046875,53.152984619140625,44.1403564453125,100.90602416992188,61.628564453125,95.79545288085937,7.027689361572266,8.410002899169921,93.8783348083496,69.96244583129882
90.33890380859376,101.91394653320313,49.088916015625,103.1778564453125,85.98829956054688,59.61444091796875,47.435000610351565,108.500341796875,65.24039916992187,103.3095458984375,7.334194946289062,9.1387939453125,101.16614685058593,76.84950561523438
75.87382202148437,87.15164184570312,45.511837768554685,91.48114013671875,83.30802001953126,49.79951171875,43.717681884765625,104.412890625,63.057489013671876,88.19540405273438,7.072184753417969,8.422148895263671,97.34070587158203,74.88587112426758
91.29512329101563,102.863037109375,49.80717468261719,106.43076171875,89.25817260742187,61.90224609375,48.14622192382812,111.34827880859375,66.78604125976562,104.28438720703124,7.432786560058593,9.334054565429687,103.91549224853516,79.92411804199219
84.9819580078125,96.3013427734375,47.37004089355469,98.38929443359375,77.02601928710938,57.48544921875,46.11919250488281,98.6859130859375,62.03231201171875,98.55668334960937,6.765489196777343,8.247972869873047,91.92042388916016,68.77804641723633
