"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),Weight (kg),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
923.0,994.0,518.0,1040.0,905.0,569.0,492.0,1160.0,701.0,1032.0,90.4,72.19,97.24
892.0,947.0,435.0,961.0,788.0,513.0,439.0,1034.0,583.0,951.0,71.7,69.82,90.52
836.0,942.0,459.0,969.0,833.0,562.0,467.0,1046.0,616.0,968.0,70.0,75.46,91.86
881.0,964.0,442.0,1068.0,946.0,597.0,471.0,1137.0,686.0,988.0,80.8,63.95,79.38
760.0,875.0,450.0,938.0,838.0,515.0,456.0,1067.0,647.0,894.0,65.0,72.59,96.8
760.0,913.0,470.0,996.0,872.0,580.0,451.0,1131.0,619.0,922.0,75.1,79.0,102.82
981.0,1071.0,510.0,1094.0,903.0,599.0,497.0,1094.0,681.0,1103.0,96.4,71.73,90.53
991.0,1104.0,530.0,1134.0,833.0,661.0,522.0,1121.0,682.0,1101.0,99.5,67.96,86.34
870.0,990.0,464.0,937.0,788.0,530.0,415.0,1017.0,599.0,968.0,69.7,76.54,87.59
940.0,1040.0,483.0,985.0,770.0,565.0,479.0,1048.0,640.0,1035.0,78.7,71.0,80.0
881.0,949.0,489.0,992.0,746.0,562.0,448.0,954.0,617.0,934.0,70.8,78.0,78.0
785.0,925.0,469.0,979.0,857.0,558.0,476.0,1098.0,679.0,989.0,70.7,76.0,79.0
928.0,986.0,482.0,1080.0,1005.0,613.0,503.0,1252.0,711.0,1020.0,90.5,72.79,95.56
725.0,880.0,476.0,890.0,784.0,516.0,449.0,1039.0,627.0,910.0,60.4,70.0,83.0
917.0,1073.0,510.0,996.0,817.0,604.0,457.0,1032.0,627.0,1081.0,86.2,73.87,97.73
775.0,854.0,495.0,950.0,782.0,545.0,430.0,981.0,606.0,878.0,65.4,64.0,78.0
758.0,896.0,463.0,934.0,873.0,519.0,438.0,1109.0,634.0,925.0,69.0,66.97,88.25
844.0,1015.0,489.0,992.0,831.0,563.0,465.0,1036.0,623.0,1026.0,74.3,75.93,93.31
1002.0,1034.0,463.0,1159.0,925.0,667.0,451.0,1146.0,701.0,1009.0,101.7,84.77,92.34
930.0,1015.0,503.0,1043.0,747.0,645.0,482.0,953.0,602.0,1012.0,81.4,70.0,79.0
872.0,1010.0,482.0,1042.0,836.0,617.0,463.0,1058.0,656.0,1051.0,82.0,74.0,81.0
1068.0,1109.0,485.0,1170.0,882.0,706.0,506.0,1127.0,674.0,1074.0,109.9,76.32,97.36
824.0,906.0,458.0,1003.0,875.0,599.0,478.0,1064.0,641.0,957.0,73.0,74.16,97.0
948.0,1000.0,503.0,1032.0,913.0,566.0,474.0,1149.0,689.0,998.0,85.5,82.53,102.63
789.0,981.0,427.0,963.0,844.0,533.0,461.0,1084.0,652.0,974.0,71.5,79.27,94.39
875.0,1060.0,472.0,1047.0,865.0,618.0,495.0,1063.0,626.0,1067.0,84.0,72.26,101.46
785.0,907.0,458.0,940.0,810.0,540.0,460.0,1002.0,625.0,948.0,63.8,68.0,79.0
829.0,996.0,489.0,973.0,808.0,544.0,471.0,1060.0,632.0,1007.0,75.5,60.72,89.17
902.0,1008.0,492.0,1020.0,827.0,562.0,467.0,1067.0,644.0,1049.0,82.6,70.0,98.0
820.0,945.0,456.0,972.0,847.0,548.0,476.0,1038.0,617.0,977.0,67.1,59.86,81.6
936.0,1025.0,500.0,1020.0,741.0,610.0,475.0,933.0,573.0,1065.0,83.3,60.0,80.0
682.0,826.0,429.0,816.0,849.0,430.0,402.0,1025.0,654.0,838.0,48.2,72.0,76.0
915.0,1020.0,460.0,973.0,744.0,570.0,459.0,988.0,602.0,1007.0,74.3,75.0,82.0
1038.0,1138.0,533.0,1153.0,902.0,633.0,524.0,1103.0,655.0,1165.0,112.0,76.51,104.84
805.0,859.0,464.0,955.0,812.0,588.0,444.0,1038.0,657.0,903.0,67.5,68.0,87.0
837.0,919.0,483.0,973.0,780.0,535.0,462.0,1015.0,590.0,951.0,70.0,59.83,86.78
1160.0,1219.0,577.0,1225.0,857.0,733.0,544.0,1054.0,672.0,1160.0,133.6,76.51,99.06
856.0,1052.0,489.0,1014.0,1026.0,593.0,513.0,1300.0,772.0,1096.0,93.0,72.79,98.01
717.0,899.0,441.0,918.0,862.0,508.0,456.0,1109.0,647.0,924.0,60.9,66.8,92.26
988.0,996.0,503.0,1029.0,870.0,565.0,470.0,1130.0,670.0,985.0,82.6,73.91,92.33
1009.0,1185.0,462.0,1018.0,764.0,565.0,475.0,942.0,591.0,1149.0,94.6,66.52,79.77
895.0,1025.0,480.0,977.0,785.0,597.0,490.0,1039.0,622.0,1022.0,74.8,74.0,82.0
836.0,892.0,441.0,953.0,932.0,582.0,462.0,1128.0,682.0,932.0,75.0,82.01,90.24
763.0,890.0,479.0,904.0,752.0,503.0,428.0,957.0,587.0,933.0,58.0,57.84,77.22
893.0,972.0,495.0,1024.0,797.0,593.0,441.0,1046.0,634.0,979.0,80.7,62.0,96.94
733.0,869.0,426.0,885.0,767.0,519.0,430.0,1003.0,580.0,894.0,59.0,62.16,79.3
1029.0,1165.0,546.0,1141.0,826.0,709.0,552.0,1042.0,643.0,1147.0,114.1,74.47,96.74
870.0,965.0,475.0,949.0,741.0,525.0,439.0,999.0,626.0,996.0,65.5,68.0,71.0
809.0,949.0,445.0,1002.0,777.0,589.0,458.0,998.0,583.0,972.0,72.1,69.17,86.67
875.0,1090.0,486.0,1050.0,762.0,656.0,519.0,956.0,634.0,1140.0,85.3,62.0,74.0
998.0,1096.0,494.0,1103.0,824.0,637.0,490.0,1040.0,648.0,1079.0,98.2,90.18,100.45
1011.0,1195.0,523.0,1080.0,780.0,598.0,486.0,978.0,625.0,1130.0,94.0,73.07,90.4
778.0,884.0,451.0,915.0,827.0,511.0,438.0,1022.0,643.0,904.0,63.6,64.0,81.0
785.0,870.0,455.0,871.0,838.0,477.0,419.0,1006.0,623.0,924.0,56.6,74.0,88.0
832.0,996.0,482.0,954.0,944.0,556.0,494.0,1146.0,696.0,1027.0,76.6,70.42,98.86
886.0,996.0,445.0,985.0,715.0,580.0,467.0,944.0,596.0,1010.0,71.9,66.0,73.0
1089.0,1236.0,509.0,1190.0,913.0,680.0,560.0,1172.0,684.0,1224.0,127.5,83.78,109.1
953.0,1103.0,475.0,966.0,695.0,565.0,495.0,932.0,555.0,1118.0,76.6,66.0,77.0
774.0,904.0,440.0,935.0,787.0,545.0,459.0,995.0,646.0,950.0,63.4,70.0,79.0
857.0,902.0,482.0,969.0,888.0,540.0,449.0,1147.0,643.0,921.0,77.2,74.6,97.94
799.0,890.0,465.0,930.0,772.0,560.0,439.0,981.0,612.0,899.0,63.8,72.0,76.0
892.0,1044.0,465.0,1043.0,797.0,598.0,448.0,977.0,640.0,1041.0,81.1,72.0,88.0
875.0,940.0,470.0,970.0,759.0,564.0,438.0,992.0,609.0,961.0,69.4,70.0,82.0
823.0,939.0,481.0,964.0,767.0,568.0,460.0,991.0,645.0,986.0,71.2,74.0,83.0
812.0,927.0,465.0,1005.0,805.0,582.0,470.0,1022.0,652.0,958.0,69.9,66.0,76.0
754.0,926.0,479.0,868.0,860.0,500.0,449.0,1031.0,649.0,960.0,62.8,72.0,82.0
934.0,1055.0,511.0,1096.0,784.0,626.0,472.0,962.0,590.0,1030.0,86.3,48.83,73.64
799.0,909.0,437.0,972.0,886.0,526.0,447.0,1099.0,653.0,929.0,69.0,72.1,95.72
893.0,1005.0,451.0,1021.0,799.0,580.0,439.0,981.0,625.0,1000.0,81.6,75.17,91.06
788.0,896.0,484.0,870.0,792.0,494.0,464.0,1025.0,619.0,935.0,65.4,60.31,82.46
1090.0,1153.0,550.0,1135.0,767.0,685.0,481.0,1016.0,598.0,1125.0,105.6,71.43,95.04
795.0,895.0,467.0,1026.0,884.0,554.0,461.0,1120.0,680.0,960.0,70.5,72.84,85.41
813.0,849.0,430.0,957.0,941.0,549.0,442.0,1139.0,665.0,878.0,71.9,79.92,102.05
983.0,1137.0,476.0,936.0,730.0,539.0,476.0,1010.0,624.0,1093.0,79.3,63.0,80.0
915.0,984.0,480.0,1000.0,860.0,568.0,470.0,1080.0,636.0,995.0,81.3,74.7,83.51
746.0,795.0,441.0,821.0,777.0,479.0,415.0,925.0,567.0,825.0,53.6,54.66,69.17
686.0,842.0,452.0,874.0,806.0,486.0,416.0,1012.0,625.0,884.0,53.5,70.0,86.0
993.0,1129.0,539.0,1065.0,810.0,636.0,484.0,1031.0,625.0,1104.0,94.5,67.35,85.96
790.0,932.0,465.0,947.0,843.0,522.0,477.0,1063.0,660.0,960.0,71.5,66.41,88.58
1005.0,1160.0,547.0,1083.0,799.0,592.0,521.0,1025.0,600.0,1136.0,98.3,65.8,89.18
889.0,926.0,465.0,955.0,809.0,551.0,453.0,1021.0,636.0,951.0,70.6,74.0,81.0
839.0,937.0,530.0,1033.0,862.0,601.0,464.0,1084.0,623.0,952.0,77.9,72.11,89.94
786.0,967.0,504.0,888.0,752.0,536.0,458.0,957.0,598.0,1028.0,69.4,68.0,85.0
884.0,947.0,480.0,976.0,839.0,561.0,449.0,1047.0,646.0,971.0,72.6,81.11,88.36
931.0,982.0,476.0,1043.0,857.0,625.0,490.0,1011.0,614.0,1025.0,84.0,78.55,88.98
908.0,976.0,503.0,996.0,778.0,541.0,484.0,975.0,626.0,1000.0,75.4,72.0,87.0
809.0,930.0,473.0,961.0,808.0,574.0,460.0,1011.0,662.0,974.0,70.1,64.0,80.0
939.0,1048.0,452.0,1070.0,809.0,615.0,497.0,1075.0,617.0,1074.0,83.5,76.93,91.09
738.0,905.0,476.0,915.0,814.0,505.0,464.0,1068.0,661.0,967.0,63.6,67.0,82.0
1057.0,1154.0,610.0,1069.0,810.0,635.0,487.0,1002.0,662.0,1112.0,103.1,82.6,89.6
915.0,1069.0,495.0,1097.0,863.0,651.0,494.0,1074.0,657.0,1074.0,96.9,69.46,85.91
791.0,946.0,483.0,938.0,746.0,553.0,433.0,980.0,597.0,953.0,65.5,64.0,67.0
820.0,936.0,458.0,985.0,820.0,550.0,473.0,1017.0,630.0,1001.0,70.9,72.0,84.0
873.0,981.0,478.0,1069.0,811.0,618.0,493.0,1003.0,659.0,988.0,78.8,76.0,81.0
963.0,1055.0,470.0,1038.0,858.0,599.0,472.0,1086.0,606.0,1037.0,80.0,73.56,87.22
1032.0,1046.0,513.0,1044.0,816.0,570.0,458.0,1106.0,631.0,1039.0,87.7,73.38,89.69
800.0,877.0,473.0,960.0,824.0,533.0,458.0,1015.0,660.0,954.0,67.5,68.0,89.0
791.0,950.0,485.0,960.0,886.0,542.0,487.0,1051.0,681.0,1025.0,72.2,63.0,79.0
836.0,1071.0,509.0,976.0,755.0,582.0,502.0,977.0,585.0,1082.0,81.3,69.0,83.0
924.0,1026.0,476.0,1036.0,853.0,624.0,481.0,1075.0,637.0,1030.0,80.7,76.59,86.67
869.0,1007.0,525.0,1047.0,1001.0,607.0,490.0,1238.0,724.0,1056.0,90.0,73.81,94.69
860.0,973.0,442.0,928.0,768.0,461.0,458.0,1000.0,582.0,1026.0,60.0,67.22,84.13
828.0,919.0,461.0,942.0,783.0,534.0,425.0,1020.0,654.0,933.0,65.7,67.0,82.0
750.0,925.0,498.0,905.0,814.0,533.0,453.0,1026.0,615.0,949.0,66.0,72.0,91.0
987.0,999.0,485.0,1017.0,895.0,583.0,460.0,1103.0,684.0,1008.0,83.7,82.81,84.83
893.0,998.0,484.0,1025.0,794.0,595.0,447.0,1007.0,612.0,997.0,81.6,68.98,85.15
959.0,1199.0,504.0,1089.0,750.0,540.0,479.0,972.0,615.0,1139.0,90.5,65.44,71.79
859.0,987.0,460.0,997.0,828.0,553.0,462.0,1043.0,649.0,970.0,75.2,71.0,82.0
900.0,890.0,504.0,980.0,737.0,550.0,470.0,974.0,603.0,980.0,74.8,65.0,83.0
868.0,999.0,466.0,960.0,763.0,539.0,446.0,998.0,620.0,1007.0,69.0,72.02,99.18
962.0,1055.0,507.0,1062.0,782.0,610.0,468.0,965.0,606.0,1000.0,93.6,72.0,85.0
777.0,863.0,458.0,936.0,833.0,515.0,443.0,1060.0,589.0,887.0,63.6,74.25,91.67
903.0,990.0,461.0,988.0,783.0,562.0,444.0,983.0,621.0,991.0,79.0,55.13,80.73
795.0,1000.0,470.0,1000.0,784.0,594.0,480.0,1039.0,620.0,1056.0,75.2,79.0,87.0
804.0,877.0,443.0,914.0,952.0,476.0,427.0,1164.0,726.0,904.0,64.4,84.04,96.29
747.0,883.0,419.0,924.0,812.0,531.0,452.0,1005.0,604.0,913.0,60.4,67.18,82.02
1064.0,1143.0,508.0,1127.0,828.0,653.0,497.0,1015.0,654.0,1130.0,101.0,71.69,98.35
834.0,982.0,472.0,1020.0,803.0,599.0,471.0,1023.0,617.0,998.0,78.2,70.15,93.41
845.0,1033.0,511.0,1011.0,864.0,569.0,498.0,1055.0,622.0,1049.0,80.9,61.51,80.36
738.0,924.0,453.0,949.0,810.0,517.0,459.0,1020.0,637.0,970.0,62.9,70.0,83.0
655.0,830.0,450.0,870.0,713.0,510.0,430.0,960.0,579.0,843.0,53.2,64.0,82.0
797.0,900.0,475.0,970.0,767.0,590.0,460.0,1001.0,655.0,926.0,71.0,66.0,83.0
865.0,1027.0,455.0,993.0,790.0,580.0,437.0,991.0,625.0,1005.0,79.6,73.0,89.0
747.0,895.0,485.0,952.0,817.0,553.0,460.0,1030.0,606.0,938.0,69.3,70.82,88.87
844.0,948.0,466.0,977.0,871.0,533.0,468.0,1077.0,687.0,959.0,75.8,71.35,90.78
798.0,953.0,460.0,937.0,820.0,454.0,447.0,1088.0,629.0,957.0,61.4,65.16,92.75
946.0,1018.0,470.0,1026.0,910.0,604.0,465.0,1099.0,647.0,993.0,90.6,79.14,89.56
826.0,890.0,459.0,956.0,822.0,546.0,431.0,1010.0,624.0,895.0,64.4,72.61,96.51
807.0,881.0,436.0,982.0,833.0,551.0,432.0,1042.0,595.0,921.0,69.0,71.1,92.57
896.0,1020.0,535.0,1101.0,798.0,657.0,487.0,1045.0,625.0,1064.0,88.0,71.34,91.81
1090.0,1188.0,495.0,1107.0,768.0,640.0,514.0,1000.0,599.0,1196.0,98.1,75.55,85.49
977.0,1060.0,552.0,1045.0,798.0,598.0,509.0,995.0,606.0,1062.0,89.3,68.51,92.84
925.0,1088.0,490.0,1011.0,855.0,591.0,496.0,1003.0,674.0,1068.0,83.9,70.0,83.0
1093.0,1174.0,571.0,1132.0,943.0,678.0,490.0,1185.0,726.0,1149.0,125.0,77.19,101.7
977.0,1037.0,511.0,1109.0,944.0,658.0,467.0,1163.0,703.0,1054.0,93.6,88.38,85.3
802.0,960.0,480.0,984.0,817.0,565.0,469.0,1018.0,637.0,992.0,70.5,60.0,84.0
985.0,1106.0,508.0,1090.0,752.0,612.0,481.0,948.0,635.0,1067.0,89.7,72.0,83.0
910.0,1007.0,448.0,980.0,823.0,585.0,488.0,1001.0,650.0,1038.0,80.9,80.02,104.2
833.0,910.0,444.0,988.0,865.0,549.0,459.0,1045.0,655.0,931.0,71.6,89.28,104.41
842.0,899.0,450.0,980.0,890.0,539.0,461.0,1102.0,669.0,918.0,72.0,76.17,99.24
825.0,916.0,466.0,946.0,807.0,575.0,446.0,1016.0,622.0,958.0,69.0,70.0,80.0
829.0,901.0,478.0,986.0,771.0,611.0,465.0,1000.0,602.0,932.0,75.5,70.0,73.0
901.0,971.0,475.0,1035.0,880.0,608.0,453.0,1139.0,675.0,1003.0,84.2,71.76,88.97
1110.0,1170.0,595.0,1215.0,1014.0,717.0,535.0,1238.0,740.0,1131.0,122.3,83.87,103.04
766.0,904.0,460.0,943.0,822.0,554.0,420.0,1056.0,610.0,920.0,67.5,65.86,88.06
919.0,1010.0,496.0,1035.0,870.0,589.0,479.0,1089.0,632.0,1022.0,85.2,88.84,109.28
753.0,891.0,488.0,927.0,809.0,543.0,455.0,1021.0,636.0,955.0,65.1,62.0,74.0
962.0,1060.0,520.0,1051.0,795.0,587.0,505.0,1062.0,644.0,1044.0,89.2,70.0,89.0
831.0,894.0,426.0,974.0,825.0,565.0,464.0,1081.0,602.0,915.0,70.0,66.79,86.41
856.0,986.0,500.0,964.0,793.0,515.0,463.0,1022.0,620.0,1037.0,77.6,62.0,84.0
823.0,930.0,475.0,969.0,809.0,558.0,445.0,999.0,622.0,939.0,66.6,80.0,96.0
884.0,1066.0,525.0,970.0,804.0,574.0,465.0,988.0,642.0,1047.0,78.7,74.0,76.0
877.0,970.0,498.0,989.0,920.0,552.0,458.0,1142.0,688.0,977.0,79.5,83.2,92.55
683.0,843.0,460.0,840.0,855.0,497.0,440.0,1088.0,617.0,853.0,57.0,66.52,84.11
760.0,930.0,426.0,940.0,773.0,540.0,448.0,1024.0,592.0,935.0,65.2,68.0,78.0
880.0,883.0,483.0,985.0,853.0,541.0,431.0,1063.0,615.0,887.0,72.0,75.59,90.92
787.0,901.0,444.0,903.0,730.0,474.0,410.0,974.0,568.0,912.0,57.2,65.63,80.11
760.0,890.0,486.0,940.0,777.0,566.0,470.0,1017.0,632.0,922.0,68.6,74.0,81.0
1009.0,1168.0,569.0,1075.0,843.0,674.0,521.0,1066.0,632.0,1150.0,105.4,80.42,101.28
954.0,923.0,528.0,1046.0,1008.0,554.0,503.0,1190.0,720.0,953.0,81.9,81.13,99.8
1182.0,1213.0,583.0,1091.0,804.0,595.0,518.0,1083.0,675.0,1161.0,104.6,77.96,96.58
814.0,936.0,478.0,967.0,797.0,547.0,447.0,1015.0,625.0,941.0,72.4,70.0,86.0
1020.0,1104.0,507.0,1040.0,828.0,584.0,470.0,1018.0,585.0,1034.0,93.0,79.04,87.11
790.0,945.0,494.0,964.0,914.0,532.0,461.0,1124.0,686.0,974.0,70.5,69.78,83.91
822.0,931.0,459.0,1041.0,820.0,572.0,456.0,999.0,592.0,962.0,71.2,62.16,90.46
851.0,982.0,491.0,974.0,856.0,541.0,444.0,1058.0,611.0,956.0,75.9,76.52,89.25
925.0,961.0,453.0,1085.0,896.0,652.0,496.0,1130.0,671.0,998.0,87.8,66.57,96.86
845.0,950.0,490.0,976.0,760.0,587.0,462.0,1018.0,606.0,975.0,72.8,69.0,85.0
966.0,1016.0,455.0,954.0,771.0,510.0,429.0,997.0,633.0,1002.0,68.6,73.38,87.9
890.0,992.0,496.0,980.0,756.0,570.0,469.0,1013.0,639.0,970.0,79.6,64.0,82.0
946.0,1090.0,513.0,1064.0,779.0,634.0,486.0,983.0,636.0,1083.0,90.0,68.0,80.0
737.0,899.0,478.0,904.0,862.0,515.0,461.0,1085.0,662.0,965.0,63.9,65.1,83.53
919.0,1001.0,512.0,1076.0,765.0,666.0,468.0,974.0,633.0,1020.0,85.5,76.0,86.0
923.0,954.0,468.0,1080.0,766.0,647.0,426.0,955.0,593.0,959.0,79.3,66.0,73.0
1010.0,1123.0,532.0,1060.0,806.0,618.0,519.0,1089.0,605.0,1130.0,98.9,70.0,93.0
810.0,917.0,440.0,937.0,732.0,529.0,428.0,937.0,600.0,923.0,59.9,63.0,72.0
929.0,1008.0,484.0,1012.0,858.0,573.0,491.0,1087.0,642.0,1034.0,79.2,66.01,88.59
874.0,1011.0,484.0,944.0,967.0,552.0,468.0,1138.0,707.0,1034.0,77.5,72.6,84.17
858.0,1004.0,514.0,1037.0,818.0,609.0,469.0,979.0,628.0,1020.0,82.6,60.0,78.0
834.0,920.0,452.0,956.0,777.0,534.0,453.0,980.0,597.0,907.0,68.0,83.14,97.29
727.0,808.0,450.0,853.0,777.0,490.0,413.0,1000.0,582.0,819.0,54.7,58.03,71.54
791.0,933.0,450.0,870.0,852.0,493.0,430.0,1045.0,661.0,937.0,61.9,68.0,83.0
945.0,1062.0,444.0,1051.0,820.0,588.0,485.0,1074.0,678.0,1038.0,89.3,68.06,105.48
927.0,1019.0,490.0,1066.0,889.0,613.0,478.0,1104.0,669.0,1042.0,91.7,80.02,96.5
926.0,1020.0,505.0,1020.0,880.0,538.0,475.0,1140.0,653.0,1029.0,83.9,80.91,100.69
1270.0,1328.0,561.0,1232.0,862.0,671.0,525.0,1095.0,683.0,1262.0,136.0,70.37,92.32
1043.0,1102.0,472.0,1089.0,870.0,593.0,466.0,1082.0,650.0,1131.0,103.2,66.87,91.81
736.0,878.0,470.0,914.0,763.0,545.0,413.0,979.0,613.0,905.0,58.1,70.0,82.0
854.0,996.0,491.0,950.0,824.0,539.0,444.0,1053.0,645.0,973.0,74.9,75.9,96.31
810.0,963.0,443.0,961.0,792.0,542.0,452.0,1046.0,568.0,970.0,68.4,64.08,85.42
844.0,982.0,435.0,1019.0,897.0,615.0,474.0,1075.0,667.0,994.0,76.0,66.03,91.85
830.0,945.0,479.0,991.0,809.0,562.0,483.0,1029.0,670.0,970.0,70.6,66.0,91.0
838.0,899.0,485.0,1006.0,867.0,578.0,470.0,1106.0,646.0,922.0,77.3,66.08,91.38
918.0,989.0,467.0,1008.0,795.0,565.0,461.0,1006.0,619.0,994.0,77.5,68.31,83.89
776.0,827.0,438.0,914.0,771.0,499.0,410.0,952.0,621.0,858.0,58.2,64.0,75.0
935.0,954.0,490.0,978.0,755.0,557.0,480.0,982.0,635.0,987.0,74.1,70.0,80.0
941.0,1043.0,514.0,1010.0,857.0,629.0,483.0,1074.0,644.0,1064.0,86.1,74.41,105.72
1045.0,1183.0,540.0,1120.0,829.0,659.0,483.0,1058.0,643.0,1156.0,108.4,71.26,94.95
877.0,941.0,485.0,1026.0,753.0,581.0,423.0,943.0,580.0,965.0,76.6,66.0,80.0
940.0,1035.0,512.0,956.0,809.0,555.0,468.0,1080.0,627.0,1025.0,80.4,67.55,88.26
877.0,961.0,450.0,962.0,857.0,568.0,468.0,1078.0,645.0,977.0,85.7,71.98,87.85
860.0,1029.0,485.0,1033.0,845.0,612.0,488.0,1076.0,641.0,1068.0,85.0,77.83,91.16
809.0,866.0,465.0,920.0,845.0,529.0,408.0,1025.0,660.0,896.0,66.7,76.0,76.0
830.0,941.0,459.0,1013.0,786.0,608.0,440.0,1009.0,627.0,967.0,74.8,64.0,75.0
924.0,1040.0,477.0,952.0,818.0,532.0,448.0,1050.0,588.0,1053.0,77.5,74.07,88.98
746.0,909.0,452.0,1041.0,802.0,569.0,419.0,1058.0,621.0,884.0,64.4,69.57,83.81
937.0,1009.0,469.0,1037.0,765.0,573.0,477.0,1005.0,615.0,1019.0,76.4,68.0,81.0
790.0,980.0,465.0,947.0,820.0,565.0,465.0,1008.0,636.0,1015.0,69.7,68.0,86.0
1039.0,1110.0,525.0,1127.0,787.0,682.0,482.0,985.0,609.0,1110.0,99.5,81.86,99.23
812.0,925.0,455.0,917.0,797.0,536.0,457.0,1010.0,649.0,932.0,69.6,74.0,90.0
932.0,1112.0,508.0,1057.0,925.0,609.0,489.0,1168.0,688.0,1073.0,93.8,74.66,93.12
813.0,908.0,466.0,974.0,835.0,555.0,471.0,1082.0,637.0,936.0,69.5,82.14,98.63
1046.0,1107.0,522.0,1084.0,701.0,637.0,493.0,921.0,585.0,1126.0,95.0,66.37,87.83
926.0,1034.0,478.0,1055.0,799.0,611.0,464.0,1051.0,640.0,1030.0,83.8,70.0,84.0
808.0,972.0,483.0,1040.0,847.0,630.0,494.0,1063.0,634.0,1015.0,79.5,75.53,79.5
882.0,970.0,471.0,965.0,826.0,552.0,473.0,1024.0,635.0,993.0,77.8,67.65,93.21
952.0,1079.0,507.0,1126.0,855.0,674.0,517.0,1027.0,654.0,1072.0,95.5,68.66,99.51
765.0,925.0,431.0,975.0,774.0,565.0,460.0,1003.0,606.0,939.0,67.3,70.0,84.0
943.0,1050.0,511.0,960.0,760.0,552.0,460.0,1021.0,608.0,1012.0,79.9,63.1,90.01
752.0,840.0,460.0,908.0,866.0,518.0,418.0,1065.0,619.0,837.0,63.4,75.24,97.07
814.0,946.0,475.0,1003.0,837.0,554.0,444.0,1031.0,601.0,919.0,70.8,68.0,80.0
1082.0,1195.0,496.0,1065.0,770.0,602.0,540.0,1005.0,617.0,1156.0,98.8,67.58,83.49
727.0,804.0,407.0,843.0,843.0,453.0,408.0,1055.0,612.0,832.0,50.0,58.48,75.04
786.0,900.0,460.0,947.0,795.0,568.0,475.0,1017.0,628.0,963.0,66.6,59.0,75.0
798.0,922.0,449.0,980.0,877.0,547.0,476.0,1135.0,643.0,956.0,74.7,63.26,91.16
865.0,1012.0,466.0,997.0,715.0,576.0,485.0,923.0,621.0,1026.0,71.9,67.0,78.0
866.0,956.0,465.0,910.0,817.0,520.0,461.0,1041.0,654.0,944.0,67.7,66.0,83.0
896.0,1011.0,502.0,1057.0,886.0,609.0,493.0,1143.0,699.0,1039.0,85.1,64.04,96.8
1066.0,1129.0,559.0,1134.0,853.0,645.0,521.0,1136.0,682.0,1151.0,107.0,82.32,103.16
912.0,962.0,473.0,1074.0,866.0,622.0,455.0,1103.0,655.0,962.0,83.6,66.07,84.51
954.0,1059.0,470.0,1016.0,825.0,546.0,469.0,1032.0,631.0,1042.0,82.6,65.11,78.91
816.0,995.0,473.0,946.0,746.0,560.0,492.0,963.0,596.0,1012.0,72.1,66.0,81.0
742.0,855.0,462.0,942.0,779.0,544.0,425.0,964.0,615.0,890.0,61.1,68.0,78.0
792.0,888.0,478.0,918.0,908.0,529.0,439.0,1108.0,670.0,910.0,67.6,67.32,86.9
782.0,930.0,465.0,966.0,770.0,550.0,487.0,1001.0,667.0,955.0,68.5,67.0,76.0
915.0,943.0,493.0,974.0,780.0,574.0,476.0,977.0,624.0,992.0,71.0,72.51,89.35
955.0,1000.0,482.0,1064.0,859.0,624.0,481.0,1085.0,688.0,1010.0,90.0,82.66,94.35
935.0,967.0,462.0,1015.0,912.0,559.0,466.0,1120.0,664.0,980.0,83.0,76.09,85.67
1052.0,1089.0,524.0,1016.0,844.0,563.0,485.0,1155.0,668.0,1026.0,85.5,67.6,87.42
950.0,1016.0,478.0,980.0,908.0,530.0,472.0,1105.0,638.0,1011.0,84.3,68.41,83.21
907.0,1010.0,480.0,1091.0,824.0,660.0,498.0,1052.0,663.0,1010.0,87.4,71.0,96.0
870.0,869.0,409.0,991.0,831.0,517.0,411.0,1029.0,601.0,892.0,67.0,77.38,99.55
807.0,918.0,465.0,979.0,851.0,561.0,435.0,1058.0,610.0,926.0,69.2,71.9,82.12
970.0,1021.0,495.0,1090.0,824.0,644.0,458.0,1057.0,641.0,1008.0,87.6,68.76,87.7
835.0,910.0,450.0,960.0,726.0,523.0,460.0,955.0,600.0,951.0,64.0,62.0,78.0
788.0,965.0,449.0,943.0,778.0,577.0,444.0,966.0,644.0,961.0,65.5,61.0,77.0
805.0,884.0,476.0,947.0,780.0,576.0,451.0,995.0,602.0,927.0,65.2,60.0,78.0
886.0,992.0,479.0,994.0,776.0,559.0,466.0,1011.0,625.0,1000.0,77.2,78.0,89.0
927.0,966.0,513.0,1000.0,814.0,505.0,439.0,1102.0,616.0,956.0,75.0,75.0,88.21
967.0,1083.0,576.0,1090.0,813.0,621.0,467.0,1001.0,563.0,1081.0,96.3,92.45,93.85
1028.0,1166.0,515.0,1057.0,802.0,619.0,494.0,1055.0,666.0,1144.0,92.3,68.0,81.0
1031.0,1063.0,474.0,1144.0,866.0,598.0,479.0,1109.0,602.0,1051.0,95.6,67.73,86.02
826.0,930.0,460.0,990.0,722.0,565.0,459.0,936.0,596.0,944.0,71.3,60.0,77.0
933.0,1027.0,499.0,1013.0,822.0,582.0,447.0,1026.0,611.0,1027.0,78.5,70.83,90.56
