Subject Number,NL Subject,Acromial Ht Stand Lt (mm),Acromial Ht Stand Rt (mm),Acromion-Radiale Len Lt (mm),Acromion-Radiale Len Rt (mm),"Ankle Ht Lt (Malleolus, Lateral) (mm)","Ankle Ht Rt (Malleolus, Lateral) (mm)",Arm Inseam Lt (mm),Arm Inseam Rt (mm),Axilla Ht Lt (mm),Axilla Ht Rt (mm),Biacromial Brth (mm),Bicristale Brth (mm),Bigonial Brth (mm),Bispinous Brth (mm),Bitragion Brth (mm),Bitrochanteric Brth Stand (mm),Bustpoint Brth (mm),Cervicale Ht (mm),Chest Ht Stand (mm),Elbow Ht Stand Lt (mm),Elbow Ht Stand Rt (mm),Foot Brth Lt (mm),Foot Brth Rt (mm),Infraorbitale Ht Lt Stand (mm),Infraorbitale Ht Rt Stand (mm),Inter-pupillary Dst (mm),Interscye Dst Stand (mm),Knee Ht Stand Lt (mm),Knee Ht Stand Rt (mm),Malleolus Med Lt (mm),Malleolus Med Rt (mm),Neck Ht (mm),Radiale-Stylion Len Lt (mm),Radiale-Stylion Len Rt (mm),Sellion Supramenton (mm),Sleeve Outseam Len Lt (mm),Sleeve Outseam Len Rt (mm),Sphyrion Ht Lt (mm),Sphyrion Ht Rt (mm),Suprasternale Ht (mm),Trochanterion Ht Lt (mm),Trochanterion Ht Rt (mm),Waist Back (mm)
15481,5481,1370.99,1368.35,293.46,314.50,64.91,64.88,452.17,433.00,1277.30,1251.15,397.91,313.23,117.84,268.76,158.88,350.24,206.00,1442.89,1201.38,1078.83,1066.09,112.00,112.66,1581.26,1580.56,68.13,328.03,476.41,479.88,87.84,85.80,62.94,240.07,238.63,109.03,546.99,574.58,69.80,63.42,1374.59,853.06,850.76,426.20
15482,5482,1334.24,1319.30,306.54,303.51,63.19,53.71,394.80,407.29,1215.80,1205.95,392.04,348.57,130.11,330.37,150.49,411.96,246.43,1388.49,1122.56,1052.35,1044.10,99.10,98.58,1489.68,1489.78,63.82,429.63,425.60,425.63,82.59,91.74,59.03,201.27,222.74,115.51,505.02,510.81,61.82,70.96,1316.59,812.36,810.41,412.91
15483,5483,1597.85,1590.71,368.59,363.70,75.13,66.27,513.24,516.48,1476.93,1480.29,370.19,297.22,114.60,258.81,144.86,332.64,206.08,1616.97,1393.17,1255.81,1261.39,102.21,97.61,1770.98,1777.66,63.00,354.01,536.39,529.47,77.88,82.17,111.28,267.87,268.87,104.24,650.46,635.42,62.87,63.98,1535.23,1013.61,1005.83,461.28
15485,5485,1475.81,1482.29,339.12,343.44,60.69,66.01,459.34,465.52,1349.53,1356.47,430.47,344.93,121.76,241.59,153.14,354.08,240.99,1529.00,1335.93,1138.82,1162.05,106.29,104.15,1661.54,1658.08,74.09,443.00,514.06,517.52,88.17,88.59,112.03,257.43,274.56,86.66,594.64,599.99,61.41,62.97,1467.60,968.96,932.30,434.96
15486,5486,1437.79,1403.37,328.90,321.61,75.80,76.56,439.26,453.29,1308.91,1296.12,383.16,312.60,111.86,258.75,152.50,342.71,226.69,1470.30,1230.23,1110.57,1096.78,100.77,95.84,1590.11,1593.63,70.82,360.78,472.69,469.23,107.93,104.53,120.70,248.90,249.17,97.99,569.92,567.00,73.31,73.35,1399.75,882.12,872.81,453.86
15487,5487,1384.40,1374.25,315.67,309.74,75.21,75.28,440.64,440.71,1284.94,1285.84,416.79,349.08,125.75,300.52,148.63,389.77,238.05,1443.90,1220.12,1071.05,1080.92,109.72,101.87,1559.82,1559.64,66.44,445.43,473.94,473.94,77.66,72.08,98.08,237.93,237.27,97.58,540.89,528.27,61.66,58.22,1372.59,875.05,876.32,401.94
15490,5490,1422.34,1424.60,304.93,314.26,67.66,72.40,470.74,469.66,1329.58,1312.68,352.31,285.51,115.88,254.05,143.59,364.50,224.13,1459.74,1263.23,1110.10,1119.21,90.49,96.92,1571.54,1571.54,60.05,342.18,500.19,503.65,79.84,85.33,150.11,256.99,270.56,100.68,561.95,570.45,66.00,64.54,1398.34,899.31,931.17,374.32
15491,5491,1418.78,1439.10,335.32,325.40,59.68,63.51,458.24,457.43,1295.15,1330.96,385.93,308.69,115.47,258.75,147.94,368.27,244.03,1466.40,1284.70,1100.97,1134.67,101.62,92.00,1596.47,1596.47,64.02,414.52,486.13,489.56,76.26,80.59,113.24,247.85,254.07,87.63,579.28,579.90,51.94,56.34,1405.94,910.28,923.45,406.17
15492,5492,1468.95,1458.36,328.67,312.39,62.91,66.09,460.66,465.25,1363.02,1355.81,392.87,323.10,114.67,272.52,147.07,392.52,216.46,1527.41,1266.20,1163.14,1157.69,97.12,99.02,1661.09,1657.63,66.24,408.64,498.63,484.76,92.67,89.58,102.62,234.78,267.39,93.75,547.88,553.90,78.74,75.74,1442.85,957.89,970.77,433.52
15493,5493,1351.36,1335.39,297.72,289.51,76.08,62.04,427.74,423.66,1246.37,1245.41,400.99,352.93,132.39,321.24,148.41,380.04,218.42,1388.97,1162.31,1067.87,1054.79,106.11,101.64,1501.78,1505.25,62.10,443.97,439.79,443.27,84.82,77.55,128.95,235.35,234.20,90.23,526.96,513.29,64.03,53.30,1325.11,857.43,841.36,364.45
15496,5496,1345.21,1339.22,307.13,292.18,66.52,72.97,446.02,451.97,1246.17,1243.66,385.62,365.67,111.79,232.19,133.97,407.60,239.91,1428.55,1138.96,1042.38,1057.80,107.62,103.84,1517.19,1516.63,49.14,371.66,451.83,451.87,81.71,81.05,114.10,234.28,247.07,107.70,545.59,541.28,56.94,56.80,1336.62,857.63,858.72,443.90
15497,5497,1437.59,1439.45,356.10,344.80,71.51,69.46,500.14,508.84,1332.88,1352.55,355.01,342.62,105.88,269.32,144.41,379.03,200.12,1471.50,1270.45,1105.02,1126.04,98.98,89.91,1620.33,1616.87,62.31,390.52,491.15,473.83,87.95,87.28,132.59,247.69,245.44,93.52,591.70,580.98,74.09,76.88,1409.02,940.00,923.30,411.42
15501,5501,1375.25,1375.34,314.66,310.34,70.57,63.15,475.08,472.99,1284.05,1291.97,368.45,293.89,114.88,235.78,144.54,336.91,197.08,1435.03,1231.26,1066.70,1084.96,92.73,96.36,1528.18,1525.72,65.09,374.14,495.33,491.33,80.90,77.16,59.88,252.28,252.27,99.71,553.20,552.99,58.08,58.84,1349.06,914.70,920.34,361.14
15502,5502,1289.06,1272.10,327.15,308.16,68.54,57.23,452.37,431.80,1197.42,1179.33,358.75,279.34,111.51,253.29,151.12,326.74,177.25,1347.17,1110.03,974.92,982.97,80.53,92.26,1428.72,1426.26,62.09,331.41,442.11,444.16,75.85,78.22,79.70,222.06,229.45,82.12,535.59,522.68,62.53,60.90,1256.09,819.35,799.85,387.44
15505,5505,1459.64,1450.20,346.69,346.13,66.50,82.60,484.10,498.05,1348.68,1339.59,440.04,371.49,146.78,244.02,162.27,394.78,275.63,1523.39,1300.46,1142.64,1136.54,103.23,108.03,1630.99,1624.62,66.81,459.66,502.01,499.53,85.63,89.60,77.71,252.55,262.27,109.25,598.50,599.77,62.14,61.88,1413.33,929.56,918.99,487.27
15506,5506,1391.05,1394.87,291.73,310.56,73.06,69.31,438.65,451.71,1308.34,1317.43,395.14,369.65,124.81,341.28,138.23,424.07,214.05,1466.87,1225.19,1103.51,1107.28,88.89,103.18,1555.88,1558.78,68.49,402.03,465.31,461.83,85.67,91.05,117.91,229.06,236.79,97.58,517.64,535.19,68.18,69.20,1392.02,872.01,900.35,406.65
15507,5507,1322.58,1331.05,294.87,296.94,65.93,59.65,404.84,419.69,1243.86,1233.71,365.63,328.99,124.62,285.61,141.42,385.28,229.94,1379.40,1156.70,1041.72,1047.86,79.20,74.17,1472.94,1476.40,63.13,387.16,419.89,422.34,58.67,76.72,91.09,193.53,237.93,88.97,516.50,528.65,41.38,59.10,1310.60,837.35,838.96,401.03
15508,5508,1493.00,1472.28,316.57,320.62,69.33,57.17,487.75,461.25,1400.53,1374.74,451.45,398.52,122.28,331.18,157.74,390.80,271.55,1562.71,1331.43,1188.30,1168.67,79.89,111.17,1683.09,1685.31,67.48,448.79,501.63,504.14,99.59,87.24,107.64,262.62,248.93,96.36,573.68,555.05,76.94,69.46,1479.49,903.99,897.96,515.30
15510,5510,1365.69,1360.22,303.90,294.32,66.13,66.90,428.13,452.36,1282.94,1277.60,367.88,305.92,112.08,268.66,147.06,398.04,231.05,1423.67,1183.51,1065.06,1060.42,82.23,106.38,1548.45,1552.38,57.17,401.86,454.24,462.62,81.74,78.45,116.43,220.72,256.72,89.81,520.38,534.85,64.93,61.13,1360.40,871.30,866.53,391.11
15511,5511,1418.44,1410.79,327.48,336.61,69.09,75.93,466.92,469.23,1314.38,1304.69,402.81,314.78,124.52,221.10,143.76,341.44,184.23,1464.33,1275.48,1101.45,1090.37,91.27,113.22,1602.11,1597.65,62.41,404.53,472.56,471.58,89.95,93.31,119.04,241.42,243.65,95.53,560.29,567.67,73.69,73.46,1407.15,925.34,928.78,444.66
15512,5512,1429.17,1414.79,307.27,305.15,,,486.13,476.71,1354.56,1324.86,404.59,302.14,118.50,259.11,149.19,347.88,212.38,1503.24,1280.68,1147.96,1118.76,,,1640.45,1634.32,63.44,374.35,,,,,83.47,255.24,275.66,92.80,552.37,568.38,,,1424.80,875.76,903.29,468.81
15514,5514,1555.07,1531.58,343.94,342.96,71.61,82.60,464.08,509.82,1422.89,1417.10,403.23,295.58,114.31,238.47,150.64,357.53,202.30,1597.13,1377.01,1215.91,1200.28,94.52,105.71,1726.44,1728.37,63.64,360.40,533.13,532.18,85.45,87.99,131.78,247.11,287.00,99.42,603.42,603.54,59.41,69.54,1522.57,1063.82,1058.30,399.33
15516,5516,1408.89,1420.72,319.77,306.27,67.16,58.51,422.89,432.05,1301.56,1310.53,356.73,306.25,108.36,255.14,146.01,377.68,212.85,1466.75,1239.30,1109.02,1125.18,89.29,105.79,1568.11,1563.97,57.27,330.05,455.85,461.32,81.99,79.70,100.06,219.43,241.20,85.00,531.32,533.06,51.75,36.63,1396.25,910.69,942.73,389.98
15517,5517,1264.35,1245.42,283.54,279.31,57.11,51.76,398.85,420.81,1157.18,1153.64,348.69,300.29,118.57,268.13,146.43,339.05,173.58,1289.33,1112.17,999.23,990.38,90.50,99.72,1410.26,1410.14,62.55,329.05,407.47,405.99,71.32,76.26,123.18,220.09,240.78,84.82,504.70,509.64,43.87,48.34,1246.38,818.65,832.76,346.53
15522,5522,1325.67,1335.68,267.25,284.52,65.95,65.52,399.81,393.03,1231.34,1224.61,382.92,350.55,118.32,281.81,141.26,400.03,218.92,1383.33,1164.84,1075.67,1067.19,91.80,102.86,1475.62,1478.08,70.29,387.68,446.06,444.08,78.69,74.77,70.08,223.49,224.97,88.86,478.27,496.75,64.03,61.37,1304.88,853.41,844.03,360.97
15523,5523,1379.56,1358.97,307.27,310.78,70.43,66.36,439.20,442.66,1277.24,1253.20,392.51,308.13,111.96,272.40,153.14,387.29,190.32,1434.23,1176.46,1084.45,1048.56,94.41,112.40,1512.95,1516.95,71.12,363.07,447.51,447.57,88.83,89.01,62.02,234.54,250.38,100.33,529.94,555.67,74.52,70.90,1355.61,898.66,880.63,396.90
15525,5525,1458.87,1442.61,319.36,328.72,,72.19,471.31,463.13,1370.83,1347.40,398.43,427.51,121.47,362.15,145.12,430.59,261.31,1520.97,1237.25,1143.51,1121.75,,105.91,1631.83,1632.83,65.04,386.03,477.67,479.14,,85.01,85.49,239.48,242.43,103.65,548.53,560.31,,71.68,1441.31,960.35,948.44,469.42
15528,5528,1418.54,1386.59,317.27,298.39,70.10,74.28,445.74,461.04,1304.96,1289.52,394.41,301.43,116.69,207.36,150.08,365.41,200.92,1467.57,1226.96,1131.80,1107.57,94.96,112.86,1583.76,1582.71,66.46,385.84,465.52,455.15,82.46,82.47,109.50,241.09,257.60,98.02,556.01,549.08,55.71,59.76,1402.19,918.93,889.97,460.27
15530,5530,1320.59,1300.08,290.51,291.14,58.62,64.52,404.47,411.47,1212.32,1200.15,337.52,282.61,111.94,224.10,137.38,341.71,206.22,1353.29,1152.18,1033.96,1021.59,84.26,92.04,1455.56,1460.49,60.21,360.42,429.45,431.92,75.60,76.03,104.86,226.57,231.20,88.94,503.50,504.88,51.23,54.99,1290.74,826.56,814.16,418.60
15531,5531,1441.03,1416.20,335.37,327.76,80.89,73.87,458.25,466.23,1326.87,1311.00,436.83,346.29,141.39,259.38,155.99,363.63,214.82,1487.31,1277.36,1124.85,1107.50,95.46,109.59,1590.14,1592.60,69.96,424.15,485.68,489.18,94.81,97.73,134.75,238.69,249.58,98.77,578.16,567.54,68.51,73.02,1417.95,904.49,902.34,451.49
15533,5533,1310.41,1310.61,287.59,292.63,70.23,67.52,396.24,397.90,1199.15,1208.60,385.46,351.64,135.19,295.71,151.50,364.65,224.11,1338.86,1156.69,1038.06,1046.38,91.67,97.91,1464.95,1464.95,72.00,383.07,441.63,440.63,87.65,86.18,118.26,217.11,226.67,82.66,510.23,496.70,60.77,62.32,1294.20,830.18,829.82,377.64
15535,5535,1378.34,1382.24,295.94,298.32,74.55,67.05,437.12,458.69,1290.05,1301.85,388.09,285.55,117.70,270.20,147.72,370.44,210.10,1434.14,1239.03,1094.13,1103.40,89.45,100.35,1571.55,1570.35,63.31,369.34,446.96,446.93,70.75,77.89,110.02,222.37,247.87,94.59,510.75,525.15,49.93,57.75,1367.23,849.23,863.02,408.64
15536,5536,1452.95,1451.43,327.50,343.24,65.72,69.98,474.95,463.65,1344.30,1323.31,410.45,325.44,113.63,256.21,148.89,371.28,167.11,1536.40,1273.20,1132.64,1115.59,94.21,103.52,1617.16,1618.16,62.02,394.30,478.87,486.79,74.33,80.19,72.72,250.25,248.46,95.42,567.68,573.63,52.81,53.54,1427.65,906.25,910.03,426.17
15537,5537,1540.54,1514.17,341.81,340.76,80.24,76.99,474.56,486.36,1430.08,1407.83,381.54,306.92,108.34,243.39,148.23,356.59,204.60,1563.38,1330.61,1215.12,1182.27,98.34,111.95,1689.62,1692.21,71.09,339.45,509.41,504.47,88.66,94.79,102.17,249.85,267.01,97.94,580.85,592.51,61.98,71.43,1503.73,952.45,969.36,428.88
15539,5539,1521.21,1493.24,343.55,327.44,69.12,67.14,484.61,487.07,1399.06,1392.22,422.26,317.27,135.30,248.19,160.32,374.80,247.09,1570.95,1343.48,1191.40,1188.01,91.24,102.68,1717.46,1717.46,78.01,399.11,524.83,523.82,91.95,98.80,123.36,268.06,271.74,101.93,609.32,599.14,69.44,77.30,1511.97,954.62,984.67,447.88
15542,5542,1508.02,1491.82,380.01,338.10,81.36,75.79,547.07,510.24,1417.92,1415.14,401.34,333.75,118.02,249.27,157.02,396.73,216.16,1591.13,1349.79,1140.92,1166.85,97.64,106.70,1716.97,1716.97,72.41,378.49,525.19,531.12,89.04,94.61,137.75,257.14,253.05,90.41,636.32,584.36,70.81,79.29,1503.86,1003.92,995.79,435.23
15544,5544,1395.32,1406.85,329.18,315.18,70.39,70.10,427.96,436.28,1284.35,1304.03,408.32,382.70,130.91,314.95,149.48,418.24,188.20,1450.41,1233.28,1081.29,1099.17,84.50,101.22,1585.89,1587.07,63.29,403.38,464.61,471.53,80.60,81.35,80.53,229.48,251.63,90.37,555.26,539.42,58.36,59.10,1396.38,847.78,860.00,415.26
15546,5546,1551.93,1556.32,341.41,353.27,85.88,83.94,518.34,510.61,1465.99,1444.59,431.40,347.73,121.53,245.18,152.95,368.64,245.99,1621.22,1380.00,1228.92,1229.89,92.95,107.61,1748.31,1751.32,64.62,412.08,540.89,538.40,97.17,94.07,117.47,263.84,283.09,103.86,614.68,625.15,64.81,60.43,1535.56,1030.23,1030.28,459.27
15547,5547,1621.73,1596.49,368.41,356.22,75.16,88.38,542.58,540.69,1508.69,1484.78,416.76,349.20,123.07,265.20,153.12,390.47,226.40,1646.08,1406.51,1263.42,1240.58,90.07,115.54,1794.91,1796.37,70.59,386.66,546.95,549.39,91.06,85.30,112.64,291.96,309.31,98.15,657.44,646.37,72.69,65.51,1586.54,1053.46,1046.39,478.28
15548,5548,1341.81,1348.19,297.24,318.66,75.63,70.08,433.78,444.02,1243.33,1240.07,373.42,262.29,99.64,179.29,138.06,323.81,174.03,1409.95,1221.84,1049.38,1042.11,88.22,99.75,1535.02,1534.61,59.91,368.17,465.74,467.29,81.38,76.28,132.22,241.18,246.44,98.96,534.95,555.22,57.28,50.03,1370.31,868.99,880.40,394.00
15549,5549,1360.99,1359.69,302.87,302.35,62.40,64.91,460.63,460.79,1287.41,1285.18,366.75,289.06,111.10,230.18,136.65,328.55,172.82,1417.13,1240.15,1079.81,1084.74,85.18,86.71,1551.41,1550.92,60.46,323.37,448.24,449.72,67.41,85.49,106.49,227.55,242.32,91.32,517.65,524.53,53.47,69.16,1363.39,870.14,867.19,416.86
15550,5550,1321.56,1346.35,316.49,309.59,79.58,68.65,398.04,373.23,1210.02,1215.88,392.58,436.05,118.22,345.31,158.52,430.95,278.33,1390.33,1129.91,1024.70,1048.50,96.44,117.71,1522.56,1522.47,62.56,414.01,444.68,441.26,67.57,71.66,70.84,208.53,217.62,93.89,520.40,513.78,57.41,55.32,1323.30,808.59,810.49,373.97
15552,5552,1325.17,1321.66,291.95,294.67,64.92,64.00,413.24,395.10,1229.24,1208.43,372.70,311.61,123.32,268.11,142.69,379.53,226.70,1349.61,1120.74,1057.79,1038.41,85.45,86.99,1489.81,1487.95,71.49,372.27,428.18,435.10,68.54,75.68,91.30,216.80,219.84,97.14,502.25,501.13,47.76,54.91,1297.44,824.82,834.05,388.37
15553,5553,1452.41,1449.33,318.27,326.61,68.15,62.22,445.61,446.42,1353.81,1340.41,376.94,357.99,122.08,256.83,143.31,420.56,260.05,1499.13,1227.35,1147.93,1136.20,91.43,98.38,1628.81,1626.73,56.45,418.37,484.24,487.69,89.10,87.84,106.14,237.64,251.42,97.39,542.29,546.66,71.79,73.98,1442.14,934.85,913.30,467.70
15555,5555,1291.23,1301.77,295.26,284.70,54.81,58.59,396.10,412.53,1185.40,1211.94,364.78,297.43,113.73,226.34,132.54,365.90,154.26,1333.70,1143.71,1007.34,1026.23,85.17,84.55,1460.40,1458.75,54.79,342.16,415.73,412.31,59.82,68.31,97.74,208.41,229.19,90.53,508.88,514.65,39.02,50.99,1275.41,799.53,793.57,387.68
15556,5556,1450.00,1417.11,331.48,312.23,67.44,71.29,440.33,454.77,1338.56,1318.34,365.78,339.21,114.35,263.39,150.69,365.05,216.35,1484.31,1279.03,1148.03,1128.32,101.28,107.02,1635.67,1635.69,67.07,358.82,479.78,479.79,86.90,78.04,104.62,239.24,251.89,98.35,564.63,551.33,66.12,71.11,1421.06,936.32,927.84,394.94
15557,5557,1477.09,1468.64,316.80,311.10,64.52,73.58,458.69,472.45,1381.77,1381.88,398.14,329.44,117.97,268.23,150.86,357.15,213.47,1548.32,1291.73,1157.32,1150.81,96.25,95.54,1648.69,1645.23,74.10,403.22,471.04,481.45,81.38,77.34,83.58,242.05,260.35,102.46,561.90,567.06,61.56,63.98,1468.56,886.84,901.18,499.08
15558,5558,1510.02,1495.43,337.58,332.53,72.57,65.40,472.44,462.25,1404.31,1386.62,376.60,289.75,125.94,234.22,155.64,338.05,199.75,1527.23,1338.72,1176.86,1174.81,98.29,100.05,1691.79,1688.59,67.75,372.57,529.60,522.65,89.68,84.99,112.90,273.54,271.68,96.98,577.90,568.85,58.54,56.39,1484.23,967.26,962.33,433.68
15559,5559,1363.22,1346.35,308.41,289.73,67.34,65.46,445.03,427.29,1269.68,1245.07,340.24,295.30,116.62,238.70,136.53,357.33,184.17,1387.76,1208.60,1072.27,1065.63,77.74,85.37,1499.62,1496.15,58.10,350.18,438.76,445.66,77.95,70.86,111.08,233.21,249.61,90.51,535.06,524.83,60.65,55.81,1340.30,874.61,862.68,371.54
15560,5560,1388.59,1380.20,327.97,331.62,71.22,71.66,463.64,461.41,1282.29,1283.01,418.13,318.13,122.60,209.05,149.52,366.30,222.05,1453.01,1216.71,1084.70,1073.91,94.82,93.93,1551.91,1549.24,63.57,419.98,448.58,462.40,80.38,88.21,107.82,247.03,243.04,97.39,564.27,562.08,63.18,60.48,1379.54,862.54,890.80,437.19
15561,5561,1370.92,1357.20,292.00,316.01,65.15,65.71,444.57,435.73,1280.05,1255.74,395.98,327.64,115.09,262.38,146.17,411.54,180.91,1421.44,1234.97,1076.45,1058.48,85.33,89.60,1534.38,1532.91,60.28,384.34,455.03,455.03,74.35,76.57,84.38,254.33,225.75,86.52,530.38,545.74,67.43,62.72,1352.79,869.71,851.53,391.77
15562,5562,1423.33,1419.72,329.05,352.50,78.32,72.09,534.64,544.13,1358.60,1350.60,401.40,269.59,111.27,230.27,151.14,347.96,192.25,1503.61,1299.27,1115.38,1088.73,79.86,91.33,1631.86,1632.09,69.98,372.27,495.60,492.14,87.91,81.41,91.96,266.52,270.06,111.32,579.59,612.06,62.17,64.07,1427.53,962.25,940.76,388.05
15565,5565,1453.51,1458.50,333.13,332.23,69.92,70.45,486.01,478.73,1351.91,1347.04,403.51,285.09,121.60,258.32,141.99,333.22,226.37,1505.71,1268.58,1136.59,1138.27,95.06,92.54,1604.56,1604.56,68.06,362.31,490.90,487.45,82.86,76.09,111.32,253.43,254.78,88.93,581.47,586.78,68.04,61.47,1414.03,943.94,935.99,450.44
15566,5566,1452.01,1439.48,299.43,320.31,79.92,71.98,447.87,469.37,1362.53,1362.50,433.98,329.70,116.17,262.23,156.11,358.40,242.46,1514.11,1296.78,1170.35,1151.35,97.86,103.96,1660.65,1660.65,72.04,401.72,513.04,506.05,87.82,87.85,114.76,243.55,238.75,105.34,532.97,549.46,73.33,70.65,1449.35,938.46,963.07,443.72
15567,5567,1338.62,1349.66,304.10,316.77,70.38,67.97,462.74,471.04,1253.73,1271.50,389.00,306.31,114.69,253.84,147.07,389.59,230.27,1432.09,1190.06,1049.25,1058.88,90.03,98.29,1550.38,1546.70,64.04,399.58,465.71,469.20,73.41,77.25,91.67,246.55,237.76,90.09,542.94,552.74,55.14,52.35,1363.34,855.89,859.40,423.83
15589,5589,1569.75,1550.37,359.08,362.40,91.53,82.72,488.40,510.32,1425.26,1421.15,433.96,375.63,135.22,261.30,157.87,421.73,262.73,1637.53,1349.35,1233.51,1210.96,107.78,113.44,1714.94,1709.67,66.27,458.39,525.63,525.68,95.90,99.56,78.16,270.28,279.13,95.42,616.67,619.98,68.21,82.24,1515.67,1004.03,993.37,510.53
15590,5590,1386.82,1367.12,323.78,315.35,69.64,63.94,436.67,441.78,1246.32,1243.31,384.43,363.49,116.65,298.26,141.88,402.69,236.21,1436.71,1217.30,1071.39,1073.67,93.88,102.33,1527.77,1524.27,58.55,427.89,470.28,477.21,69.96,67.21,84.19,249.64,256.09,95.07,579.18,564.46,52.67,52.05,1366.39,884.61,894.87,371.69
15591,5591,1411.92,1396.30,342.63,339.56,78.33,76.63,473.68,443.39,1301.24,1281.13,414.46,394.15,124.71,317.23,149.97,433.79,232.28,1466.77,1194.06,1081.47,1061.21,94.64,93.97,1565.68,1561.31,71.16,450.26,478.43,481.90,83.64,95.67,62.19,250.35,238.13,89.46,573.89,572.70,62.86,67.08,1374.27,882.46,850.94,428.21
15592,5592,1388.74,1366.98,306.63,298.41,72.71,72.03,444.56,463.95,1295.18,1295.32,394.69,283.38,108.36,245.12,136.50,341.17,176.13,1432.92,1246.60,1091.27,1083.82,81.12,88.32,1586.08,1582.62,62.13,362.49,452.57,466.45,76.38,79.19,135.32,238.23,250.31,91.36,551.04,535.87,62.55,65.33,1364.40,893.39,912.54,407.18
15594,5594,1354.15,1351.33,298.85,306.65,64.88,64.49,444.84,445.57,1268.57,1267.62,402.18,348.44,116.38,290.17,148.13,411.09,210.48,1404.74,1182.18,1069.89,1068.35,85.24,91.58,1539.02,1535.56,70.16,404.30,431.30,438.28,70.13,67.33,101.52,241.81,242.95,93.56,533.50,534.00,49.23,53.47,1334.66,847.24,848.80,421.33
15595,5595,1414.41,1394.31,310.06,321.86,79.40,62.51,433.23,452.50,1317.55,1308.54,392.77,316.29,116.35,260.79,138.21,395.15,224.05,1456.63,1180.36,1101.83,1079.99,88.65,94.07,1565.68,1571.82,60.63,363.20,445.22,469.52,77.18,84.32,143.31,222.92,231.54,95.95,510.39,542.74,64.26,67.00,1381.34,855.29,903.22,432.37
15598,5598,1450.97,1443.71,335.85,332.74,76.51,75.41,486.74,490.26,1344.64,1340.36,418.20,301.99,112.20,251.14,148.02,356.02,195.52,1512.58,1264.82,1130.14,1132.46,94.45,103.29,1642.76,1642.21,68.44,362.41,497.71,494.25,89.63,93.47,90.31,259.45,261.76,107.56,570.87,586.72,56.39,66.22,1431.06,904.67,871.20,464.31
15599,5599,1406.94,1419.47,275.89,292.29,72.39,72.51,404.12,414.65,1295.63,1306.29,405.42,349.61,128.05,305.20,146.07,435.54,222.26,1474.96,1246.59,1157.65,1160.49,96.49,108.85,1600.00,1600.00,68.00,435.02,453.06,453.05,81.49,79.43,99.11,232.20,244.22,83.46,507.63,522.79,53.75,48.53,1395.64,872.49,889.76,435.79
15600,5600,1370.35,1372.63,302.40,310.53,68.26,67.99,446.28,445.52,1266.07,1260.45,423.02,332.57,127.63,275.44,149.34,363.93,231.99,1450.76,1224.39,1074.01,1084.08,91.59,90.75,1536.16,1529.23,76.39,398.63,484.38,484.38,83.88,83.60,66.52,248.19,250.42,101.07,547.30,554.18,60.53,62.94,1369.90,886.93,900.97,427.37
15601,5601,1336.45,1355.86,297.18,300.27,62.15,54.66,461.37,442.87,1254.78,1274.76,395.92,264.44,110.23,226.56,141.03,296.66,206.78,1422.60,1217.03,1061.31,1079.10,87.69,95.78,1556.43,1552.97,66.13,379.32,438.82,442.34,69.73,69.17,86.00,232.43,226.96,94.21,526.63,518.48,46.72,41.47,1369.39,838.97,837.91,478.08
15602,5602,1622.57,1620.97,351.31,357.25,83.92,77.25,481.33,492.08,1505.56,1501.94,482.71,347.05,119.81,300.64,163.58,404.36,222.69,1704.24,1428.04,1278.21,1272.07,113.13,109.94,1812.56,1812.56,72.00,421.05,550.81,561.19,96.13,89.57,176.94,241.26,256.93,94.46,588.09,611.02,63.72,68.78,1601.25,1034.14,1007.92,562.53
15603,5603,1258.75,1255.60,291.37,280.36,61.65,61.13,377.25,377.44,1155.45,1149.64,384.89,295.01,108.10,258.98,146.78,354.68,179.01,1317.61,1117.58,986.30,988.18,92.18,94.69,1465.68,1464.02,67.60,390.32,409.96,413.42,73.83,74.62,96.32,192.22,211.01,93.24,474.92,488.52,57.53,57.30,1270.03,818.70,838.39,388.02
15604,5604,1522.66,1536.14,341.47,359.48,79.96,78.02,472.80,485.29,1396.09,1395.96,452.11,369.27,141.60,277.03,148.52,372.69,234.24,1594.80,1354.79,1191.28,1186.72,98.37,105.32,1709.02,1706.14,69.69,472.99,524.43,527.88,97.24,97.38,105.40,265.79,276.51,100.24,601.68,641.79,73.01,74.28,1521.13,966.78,959.91,471.19
15606,5606,1573.04,1551.90,335.16,346.84,73.25,78.49,457.29,456.77,1455.31,1419.59,395.30,387.98,122.32,308.05,159.11,434.20,220.47,1614.32,1308.81,1236.14,1227.18,98.18,102.23,1739.32,1738.39,64.90,396.54,505.93,512.80,90.46,85.46,94.01,252.85,258.61,94.32,584.46,588.74,72.46,68.15,1520.18,980.79,997.15,486.22
15608,5608,1261.19,1257.07,250.17,257.10,59.25,51.26,375.92,378.08,1185.82,1175.26,328.75,264.92,134.12,226.03,144.83,327.58,150.62,1310.82,1130.70,1036.71,1010.27,84.23,85.38,1456.35,1456.21,64.66,325.07,430.90,413.60,73.02,65.07,90.63,213.55,219.79,82.09,457.20,473.97,56.58,51.21,1255.44,781.48,758.19,391.57
