Subject Number,NL Subject,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth (Chest Circumference at Scye) (mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg)
15263,5263,Female,603.00,248.00,200.00,550.00,805.00,605.00,350.00,442.00,139.00,1177.00,905.00,606.00,1036.00,778.00,252.00,809.00,128.00,250.00,191.00,196.00,145.00,568.00,196.00,433.00,1150.00,825.00,515.00,455.00,445.00,915.00,1710.00,34.80,650.00,629.00,762.00,759.00,763.00,764.00,35.00,745.00,1743.00,943.00,403.00,1017.00,88.00
15267,5267,Female,568.00,257.00,205.00,525.00,780.00,575.00,320.00,452.00,139.00,1144.00,906.00,597.00,1067.00,756.00,245.00,735.00,107.00,257.00,183.00,180.00,144.00,537.00,183.00,397.00,1096.00,822.00,504.00,480.00,505.00,841.00,1607.00,,639.00,598.00,741.00,737.00,745.00,741.00,37.60,786.00,1679.00,983.00,342.00,1030.00,81.00
15268,5268,Male,637.00,269.00,230.00,605.00,912.00,682.00,375.00,455.00,146.00,1010.00,,666.00,1005.00,910.00,253.00,825.00,123.00,279.00,215.00,212.00,163.00,613.00,211.00,379.00,1011.00,977.00,594.00,496.00,479.00,949.00,1893.00,18.20,551.00,541.00,864.67,861.00,868.00,865.00,5.60,655.00,1768.00,944.00,475.00,1106.00,85.40
15269,5269,Male,664.00,279.00,240.00,633.00,932.00,692.00,393.00,467.00,141.00,1100.00,,651.00,1091.00,842.00,258.00,865.00,118.00,280.00,214.00,209.00,150.00,594.00,203.00,399.00,1059.00,885.00,567.00,520.00,490.00,978.00,1874.00,19.40,630.00,611.00,833.33,831.00,829.00,840.00,17.00,652.00,1896.00,1005.00,575.00,1083.00,98.80
15271,5271,Male,640.00,265.00,197.00,554.00,820.00,623.00,357.00,460.00,149.00,1095.00,,615.00,1062.00,826.00,259.00,791.00,124.00,260.00,222.00,201.00,157.00,581.00,203.00,392.00,1095.00,900.00,583.00,475.00,452.00,907.00,1768.00,39.00,599.00,580.00,820.00,830.00,808.00,822.00,15.00,685.00,1798.00,1037.00,457.00,1060.00,91.00
15272,5272,Female,634.00,230.00,170.00,520.00,770.00,600.00,350.00,361.00,125.00,910.00,815.00,562.00,860.00,775.00,260.00,778.00,115.00,235.00,181.00,175.00,138.00,539.00,187.00,374.00,925.00,789.00,501.00,428.00,391.00,878.00,1656.00,8.00,520.00,522.00,711.33,701.00,714.00,719.00,9.80,600.00,1549.00,720.00,370.00,999.00,52.30
15274,5274,Male,607.00,249.00,220.00,585.00,872.00,652.00,365.00,427.00,138.00,981.00,,603.00,974.00,844.00,220.00,809.00,131.00,265.00,224.00,199.00,159.00,574.00,196.00,367.00,963.00,832.00,564.00,427.00,461.00,920.00,1763.00,10.20,533.00,545.00,823.00,820.00,826.00,823.00,5.20,650.00,1627.00,789.00,390.00,1084.00,71.50
15276,5276,Male,671.00,290.00,215.00,583.00,872.00,657.00,368.00,526.00,153.00,1125.00,,661.00,1097.00,843.00,283.00,817.00,125.00,269.00,232.00,201.00,158.00,592.00,202.00,408.00,1032.00,933.00,569.00,550.00,486.00,928.00,1843.00,24.40,588.00,585.00,816.00,817.00,815.00,816.00,11.80,685.00,1880.00,1053.00,504.00,1091.00,98.20
15277,5277,Female,580.00,239.00,184.00,500.00,738.00,554.00,316.00,418.00,130.00,1177.00,963.00,579.00,1016.00,730.00,248.00,724.00,107.00,234.00,183.00,174.00,142.00,547.00,184.00,390.00,944.00,749.00,467.00,459.00,398.00,820.00,1538.00,28.00,562.00,550.00,738.00,743.00,749.00,722.00,28.20,645.00,1588.00,909.00,382.00,913.00,71.50
15279,5279,Female,647.00,244.00,181.00,536.00,800.00,619.00,355.00,380.00,131.00,839.00,750.00,597.00,818.00,841.00,,,109.00,246.00,191.00,184.00,140.00,547.00,201.00,388.00,1004.00,881.00,529.00,460.00,392.00,958.00,1793.00,11.00,560.00,548.00,759.00,761.00,755.00,761.00,14.20,699.00,1650.00,689.00,355.00,1100.00,61.80
15280,5280,Male,611.00,256.00,205.00,560.00,846.00,641.00,355.00,484.00,125.00,1261.00,,628.00,1224.00,759.00,237.00,778.00,126.00,273.00,217.00,193.00,158.00,576.00,203.00,386.00,1081.00,802.00,524.00,523.00,464.00,884.00,1704.00,28.60,514.00,574.00,827.67,826.00,826.00,831.00,13.60,667.00,1852.00,1109.00,546.00,941.00,103.90
15282,5282,Male,657.00,270.00,245.00,560.00,835.00,590.00,315.00,475.00,152.00,1286.00,,578.00,1184.00,696.00,297.00,777.00,117.00,271.00,225.00,194.00,154.00,575.00,193.00,424.00,1075.00,689.00,507.00,524.00,473.00,890.00,1638.00,42.20,653.00,653.00,811.00,798.00,814.00,821.00,26.00,745.00,1870.00,1140.00,510.00,950.00,106.90
15287,5287,Male,694.00,298.00,226.00,603.00,911.00,685.00,377.00,491.00,128.00,1064.00,,669.00,1045.00,877.00,289.00,912.00,121.00,294.00,247.00,214.00,148.00,571.00,201.00,410.00,1088.00,986.00,601.00,528.00,497.00,1024.00,1959.00,21.40,609.00,623.00,886.00,895.00,886.00,877.00,17.20,722.00,1912.00,1036.00,575.00,1162.00,105.10
15289,5289,Male,674.00,283.00,230.00,607.00,885.00,655.00,377.00,514.00,139.00,1210.00,,643.00,1202.00,912.00,295.00,886.00,126.00,280.00,232.00,213.00,148.00,579.00,204.00,406.00,1122.00,918.00,585.00,494.00,519.00,1015.00,1919.00,,647.00,651.00,845.00,835.00,850.00,850.00,9.80,750.00,1904.00,1080.00,533.00,1156.00,112.90
15291,5291,Female,579.00,243.00,210.00,510.00,765.00,555.00,300.00,418.00,131.00,1045.00,838.00,594.00,955.00,760.00,256.00,778.00,116.00,247.00,197.00,185.00,149.00,540.00,185.00,418.00,1056.00,779.00,510.00,410.00,421.00,877.00,1635.00,17.80,610.00,622.00,750.00,757.00,740.00,753.00,19.60,740.00,1625.00,837.00,372.00,1022.00,74.10
15292,5292,Female,602.00,240.00,197.00,542.00,788.00,591.00,345.00,412.00,137.00,962.00,840.00,621.00,954.00,789.00,256.00,783.00,116.00,245.00,188.00,191.00,152.00,555.00,189.00,463.00,1169.00,798.00,513.00,458.00,435.00,893.00,1687.00,28.40,686.00,650.00,718.00,727.00,709.00,718.00,21.00,805.00,1652.00,773.00,310.00,1058.00,75.10
15294,5294,Female,594.00,234.00,228.00,542.00,776.00,548.00,314.00,376.00,140.00,915.00,762.00,585.00,890.00,787.00,274.00,793.00,111.00,238.00,185.00,182.00,158.00,558.00,185.00,428.00,1053.00,845.00,531.00,455.00,404.00,916.00,1691.00,20.00,617.00,587.00,762.00,769.00,759.00,758.00,20.20,730.00,1641.00,780.00,356.00,1056.00,68.30
15295,5295,Female,574.00,225.00,183.00,513.00,769.00,586.00,330.00,407.00,140.00,931.00,788.00,588.00,,763.00,222.00,751.00,103.00,227.00,191.00,174.00,150.00,560.00,184.00,412.00,1039.00,798.00,485.00,458.00,421.00,863.00,1619.00,21.20,611.00,619.00,750.00,750.00,747.00,753.00,22.60,675.00,1545.00,788.00,320.00,1009.00,66.60
15296,5296,Male,565.00,265.00,230.00,570.00,820.00,590.00,340.00,475.00,148.00,1055.00,,621.00,1030.00,784.00,229.00,758.00,117.00,261.00,225.00,197.00,159.00,580.00,195.00,421.00,1096.00,803.00,506.00,511.00,472.00,876.00,1659.00,35.00,626.00,682.00,787.67,783.00,792.00,788.00,14.40,655.00,1688.00,934.00,474.00,962.00,86.30
15298,5298,Male,565.00,246.00,220.00,570.00,841.00,621.00,350.00,387.00,115.00,909.00,,603.00,884.00,802.00,208.00,795.00,115.00,259.00,207.00,209.00,147.00,560.00,189.00,418.00,1041.00,814.00,528.00,452.00,419.00,908.00,1710.00,11.60,569.00,557.00,762.67,759.00,760.00,769.00,18.90,700.00,1508.00,746.00,339.00,1058.00,64.40
15302,5302,Male,595.00,259.00,208.00,560.00,829.00,621.00,352.00,452.00,137.00,990.00,,620.00,991.00,783.00,235.00,812.00,120.00,265.00,232.00,211.00,143.00,564.00,194.00,371.00,988.00,785.00,524.00,461.00,444.00,912.00,1731.00,16.40,562.00,539.00,816.00,814.00,812.00,822.00,13.50,598.00,1644.00,903.00,482.00,983.00,79.00
15305,5305,Female,610.00,242.00,200.00,505.00,745.00,545.00,305.00,420.00,135.00,1068.00,927.00,573.00,975.00,726.00,287.00,793.00,116.00,234.00,181.00,174.00,147.00,561.00,194.00,452.00,1107.00,757.00,480.00,440.00,433.00,895.00,1609.00,20.20,646.00,638.00,729.67,720.00,727.00,742.00,29.50,727.00,1655.00,888.00,400.00,973.00,80.00
15307,5307,Female,599.00,280.00,215.00,533.00,790.00,575.00,318.00,461.00,132.00,1010.00,912.00,626.00,982.00,773.00,263.00,,122.00,235.00,185.00,165.00,146.00,546.00,187.00,438.00,1122.00,782.00,,517.00,,854.00,1640.00,34.40,717.00,702.00,778.33,770.00,780.00,785.00,30.00,680.00,1740.00,1011.00,423.00,955.00,93.90
15308,5308,Female,581.00,236.00,170.00,520.00,780.00,610.00,350.00,427.00,135.00,1072.00,890.00,636.00,922.00,805.00,234.00,740.00,103.00,218.00,184.00,172.00,154.00,558.00,186.00,429.00,1098.00,843.00,510.00,439.00,398.00,867.00,1678.00,20.20,665.00,627.00,744.33,722.00,742.00,769.00,13.00,695.00,1618.00,857.00,384.00,1045.00,77.90
15309,5309,Male,606.00,273.00,215.00,565.00,846.00,631.00,350.00,475.00,141.00,1026.00,,633.00,1063.00,818.00,233.00,771.00,131.00,276.00,224.00,204.00,152.00,557.00,189.00,392.00,1049.00,867.00,544.00,476.00,488.00,881.00,1749.00,23.10,598.00,607.00,783.33,781.00,779.00,790.00,15.40,670.00,1738.00,1000.00,462.00,1044.00,85.50
15312,5312,Male,611.00,253.00,243.00,590.00,873.00,630.00,347.00,442.00,145.00,1064.00,,615.00,1037.00,874.00,274.00,830.00,118.00,265.00,220.00,206.00,152.00,565.00,190.00,383.00,1057.00,881.00,545.00,508.00,488.00,940.00,1793.00,32.20,635.00,619.00,792.67,779.00,800.00,799.00,19.40,680.00,1747.00,933.00,493.00,1049.00,86.80
15314,5314,Male,647.00,285.00,232.00,620.00,940.00,708.00,388.00,540.00,151.00,1175.00,,682.00,1184.00,886.00,250.00,786.00,116.00,264.00,228.00,207.00,162.00,590.00,201.00,417.00,1110.00,946.00,599.00,470.00,497.00,915.00,1859.00,37.70,661.00,647.00,855.33,856.00,858.00,852.00,11.90,685.00,1860.00,1045.00,556.00,1116.00,110.40
15316,5316,Female,584.00,250.00,220.00,561.00,820.00,600.00,341.00,406.00,119.00,1001.00,879.00,624.00,929.00,794.00,226.00,811.00,134.00,254.00,202.00,196.00,147.00,562.00,194.00,413.00,1010.00,798.00,542.00,434.00,408.00,905.00,1715.00,15.10,603.00,605.00,777.00,778.00,768.00,785.00,24.80,711.00,1672.00,856.00,406.00,1014.00,76.90
15317,5317,Male,616.00,271.00,218.00,595.00,865.00,647.00,377.00,474.00,143.00,1018.00,,652.00,993.00,910.00,222.00,797.00,137.00,269.00,224.00,207.00,154.00,586.00,203.00,389.00,1026.00,931.00,583.00,470.00,465.00,929.00,1845.00,21.00,604.00,612.00,852.67,849.00,856.00,853.00,9.20,625.00,1741.00,946.00,495.00,1099.00,90.60
15319,5319,Female,515.00,243.00,196.00,500.00,780.00,584.00,304.00,446.00,144.00,1278.00,992.00,634.00,1118.00,734.00,193.00,703.00,121.00,230.00,188.00,177.00,150.00,561.00,190.00,471.00,,832.00,511.00,491.00,443.00,806.00,1557.00,43.50,,692.00,829.00,817.00,830.00,840.00,25.50,847.00,1675.00,1030.00,333.00,975.00,96.20
15321,5321,Female,631.00,230.00,204.00,549.00,820.00,616.00,345.00,454.00,130.00,909.00,783.00,607.00,864.00,869.00,282.00,811.00,111.00,245.00,196.00,193.00,141.00,530.00,192.00,357.00,954.00,875.00,532.00,418.00,402.00,971.00,1736.00,13.40,550.00,525.00,766.33,763.00,768.00,768.00,13.80,610.00,1592.00,771.00,412.00,1067.00,59.70
15322,5322,Female,616.00,245.00,202.00,530.00,773.00,571.00,328.00,432.00,127.00,905.00,777.00,607.00,895.00,789.00,276.00,811.00,123.00,246.00,204.00,191.00,153.00,569.00,191.00,432.00,1105.00,794.00,506.00,430.00,441.00,921.00,1685.00,12.10,646.00,636.00,715.67,708.00,718.00,721.00,25.80,720.00,1599.00,791.00,372.00,1040.00,74.00
15323,5323,Female,594.00,262.00,213.00,570.00,837.00,624.00,357.00,441.00,140.00,1094.00,891.00,665.00,1040.00,808.00,228.00,806.00,132.00,267.00,196.00,198.00,150.00,592.00,193.00,461.00,1177.00,859.00,530.00,487.00,485.00,935.00,1753.00,29.80,666.00,667.00,800.00,786.00,806.00,808.00,35.20,818.00,1748.00,926.00,393.00,1078.00,91.90
15326,5326,Female,593.00,230.00,192.00,497.00,782.00,590.00,305.00,372.00,129.00,887.00,735.00,583.00,846.00,797.00,263.00,776.00,106.00,232.00,179.00,183.00,141.00,530.00,190.00,362.00,937.00,830.00,511.00,432.00,395.00,901.00,1661.00,10.20,528.00,526.00,737.33,733.00,738.00,741.00,11.40,685.00,1552.00,675.00,347.00,1041.00,55.00
15327,5327,Female,580.00,242.00,200.00,530.00,780.00,580.00,330.00,355.00,130.00,845.00,741.00,623.00,829.00,825.00,224.00,785.00,105.00,254.00,200.00,188.00,147.00,550.00,190.00,386.00,940.00,841.00,515.00,410.00,392.00,889.00,1705.00,8.20,567.00,582.00,783.33,779.00,788.00,783.00,10.60,650.00,1520.00,,329.00,1061.00,55.20
15328,5328,Male,740.00,299.00,225.00,625.00,933.00,708.00,400.00,591.00,150.00,1225.00,,718.00,1212.00,900.00,330.00,923.00,121.00,305.00,242.00,232.00,158.00,612.00,212.00,438.00,1190.00,927.00,614.00,518.00,564.00,1035.00,2019.00,,690.00,670.00,967.00,959.00,968.00,974.00,,786.00,2083.00,1129.00,524.00,1158.00,132.00
15330,5330,Female,553.00,264.00,173.00,506.00,780.00,607.00,333.00,425.00,137.00,1003.00,858.00,620.00,957.00,817.00,207.00,713.00,104.00,255.00,203.00,188.00,147.00,523.00,172.00,425.00,1090.00,835.00,508.00,473.00,396.00,835.00,1643.00,20.20,641.00,637.00,743.67,741.00,746.00,744.00,22.20,654.00,1550.00,917.00,317.00,1039.00,75.20
15332,5332,Female,542.00,268.00,205.00,503.00,775.00,570.00,298.00,469.00,137.00,1394.00,1119.00,669.00,1199.00,768.00,223.00,724.00,113.00,250.00,199.00,189.00,152.00,560.00,183.00,500.00,1454.00,913.00,513.00,448.00,559.00,833.00,1643.00,43.60,750.00,729.00,790.00,791.00,791.00,788.00,22.20,945.00,1794.00,1171.00,363.00,1063.00,115.60
15333,5333,Female,610.00,254.00,220.00,535.00,787.00,567.00,315.00,400.00,132.00,993.00,826.00,597.00,926.00,768.00,282.00,811.00,110.00,243.00,195.00,191.00,141.00,555.00,192.00,467.00,1164.00,753.00,508.00,444.00,437.00,931.00,1678.00,18.00,693.00,707.00,797.00,793.00,797.00,801.00,18.20,710.00,1645.00,822.00,392.00,1005.00,80.70
15335,5335,Female,588.00,284.00,204.00,542.00,797.00,593.00,338.00,416.00,136.00,964.00,863.00,635.00,945.00,828.00,250.00,775.00,108.00,243.00,198.00,177.00,151.00,564.00,191.00,407.00,1056.00,854.00,543.00,436.00,455.00,882.00,1705.00,13.80,656.00,619.00,727.67,741.00,723.00,719.00,16.50,641.00,1581.00,796.00,400.00,1071.00,75.00
15336,5336,Female,599.00,251.00,182.00,495.00,727.00,545.00,313.00,374.00,131.00,947.00,753.00,,883.00,752.00,267.00,787.00,108.00,242.00,183.00,181.00,139.00,544.00,192.00,429.00,1100.00,780.00,,434.00,429.00,908.00,1702.00,29.20,668.00,667.00,724.00,724.00,716.00,732.00,20.00,612.00,1657.00,903.00,434.00,981.00,70.20
15337,5337,Female,585.00,222.00,200.00,500.00,710.00,510.00,300.00,347.00,146.00,875.00,762.00,563.00,821.00,723.00,265.00,773.00,111.00,220.00,176.00,175.00,142.00,545.00,194.00,432.00,1061.00,746.00,461.00,392.00,394.00,880.00,1579.00,10.60,630.00,601.00,680.33,686.00,676.00,679.00,14.20,670.00,1650.00,784.00,365.00,951.00,60.90
15340,5340,Female,596.00,250.00,216.00,525.00,776.00,560.00,309.00,414.00,130.00,1081.00,869.00,592.00,982.00,771.00,257.00,768.00,116.00,243.00,180.00,183.00,144.00,530.00,180.00,381.00,1036.00,866.00,502.00,498.00,457.00,892.00,1694.00,28.20,604.00,568.00,766.67,770.00,757.00,773.00,22.40,760.00,1684.00,966.00,352.00,1052.00,80.10
15341,5341,Male,611.00,290.00,215.00,600.00,880.00,665.00,385.00,452.00,154.00,1054.00,,,1073.00,880.00,213.00,769.00,124.00,289.00,233.00,211.00,158.00,580.00,200.00,439.00,1083.00,963.00,600.00,513.00,492.00,887.00,1820.00,17.00,590.00,612.00,894.33,895.00,897.00,891.00,12.40,595.00,1739.00,990.00,470.00,1104.00,91.40
15342,5342,Female,651.00,256.00,185.00,547.00,805.00,620.00,362.00,434.00,142.00,1044.00,842.00,600.00,975.00,803.00,292.00,829.00,119.00,256.00,186.00,185.00,153.00,561.00,195.00,441.00,1120.00,813.00,532.00,465.00,431.00,948.00,1739.00,,645.00,629.00,775.33,774.00,772.00,780.00,9.80,795.00,1725.00,884.00,340.00,1080.00,84.60
15343,5343,Male,590.00,258.00,222.00,570.00,830.00,608.00,348.00,467.00,154.00,1055.00,,612.00,1054.00,806.00,230.00,794.00,130.00,257.00,217.00,195.00,158.00,584.00,198.00,383.00,1042.00,877.00,538.00,496.00,476.00,910.00,1753.00,14.80,572.00,565.00,783.67,788.00,782.00,781.00,11.40,600.00,1681.00,916.00,460.00,1034.00,82.90
15346,5346,Female,592.00,245.00,186.00,547.00,816.00,630.00,361.00,396.00,134.00,933.00,845.00,610.00,924.00,836.00,235.00,788.00,123.00,233.00,196.00,188.00,152.00,563.00,191.00,405.00,1026.00,848.00,540.00,444.00,418.00,888.00,1709.00,16.40,608.00,608.00,755.67,750.00,753.00,764.00,15.40,738.00,1597.00,784.00,334.00,1068.00,69.90
15347,5347,Female,589.00,241.00,181.00,502.00,742.00,561.00,321.00,396.00,131.00,950.00,790.00,599.00,919.00,784.00,254.00,761.00,112.00,236.00,187.00,171.00,141.00,535.00,184.00,362.00,942.00,811.00,490.00,447.00,412.00,883.00,1658.00,16.60,552.00,550.00,730.00,713.00,735.00,742.00,9.60,662.00,1570.00,726.00,373.00,1021.00,61.70
15350,5350,Female,600.00,247.00,198.00,540.00,783.00,585.00,342.00,400.00,137.00,976.00,843.00,616.00,952.00,804.00,249.00,792.00,115.00,242.00,192.00,180.00,150.00,559.00,190.00,430.00,1078.00,822.00,505.00,417.00,410.00,908.00,1691.00,19.40,611.00,613.00,749.67,748.00,747.00,754.00,18.80,792.00,1624.00,795.00,357.00,1080.00,72.10
15351,5351,Female,643.00,255.00,209.00,550.00,805.00,596.00,341.00,492.00,132.00,1139.00,981.00,630.00,1040.00,791.00,277.00,814.00,111.00,255.00,205.00,196.00,149.00,562.00,191.00,537.00,1220.00,813.00,513.00,434.00,490.00,934.00,1753.00,31.20,762.00,761.00,836.33,834.00,832.00,843.00,32.60,765.00,1878.00,982.00,480.00,1011.00,104.80
15352,5352,Male,607.00,265.00,219.00,570.00,827.00,608.00,351.00,434.00,140.00,963.00,,627.00,1005.00,779.00,245.00,808.00,112.00,256.00,224.00,197.00,151.00,577.00,200.00,368.00,1005.00,827.00,533.00,465.00,460.00,932.00,1749.00,22.40,546.00,545.00,780.67,777.00,782.00,783.00,6.50,630.00,1624.00,912.00,472.00,1008.00,77.00
15355,5355,Female,589.00,240.00,190.00,503.00,702.00,512.00,313.00,438.00,134.00,890.00,760.00,641.00,895.00,765.00,260.00,776.00,109.00,240.00,190.00,179.00,147.00,530.00,175.00,361.00,955.00,786.00,505.00,415.00,416.00,889.00,1639.00,8.80,550.00,534.00,695.00,696.00,698.00,691.00,13.00,670.00,1549.00,740.00,362.00,1010.00,58.60
15356,5356,Female,603.00,247.00,192.00,525.00,786.00,594.00,333.00,392.00,120.00,935.00,809.00,596.00,923.00,791.00,259.00,801.00,115.00,255.00,192.00,193.00,143.00,570.00,199.00,416.00,1053.00,809.00,521.00,438.00,417.00,905.00,1694.00,13.40,605.00,588.00,751.33,747.00,749.00,758.00,17.20,675.00,1608.00,835.00,380.00,1025.00,67.20
15357,5357,Female,563.00,230.00,204.00,529.00,766.00,562.00,325.00,492.00,135.00,1040.00,885.00,595.00,985.00,755.00,218.00,752.00,122.00,239.00,185.00,178.00,146.00,556.00,185.00,411.00,1032.00,811.00,474.00,473.00,424.00,855.00,1626.00,27.20,622.00,608.00,765.67,767.00,765.00,765.00,14.00,715.00,1640.00,897.00,365.00,1016.00,74.20
15358,5358,Female,616.00,259.00,192.00,530.00,770.00,578.00,338.00,414.00,139.00,1004.00,794.00,647.00,912.00,837.00,246.00,825.00,128.00,247.00,185.00,186.00,150.00,581.00,201.00,451.00,1090.00,867.00,514.00,448.00,390.00,929.00,1756.00,18.00,672.00,671.00,742.67,741.00,744.00,743.00,19.00,700.00,1680.00,847.00,395.00,1076.00,79.90
15360,5360,Male,594.00,278.00,255.00,567.00,818.00,563.00,312.00,430.00,141.00,1083.00,,631.00,1081.00,813.00,265.00,825.00,119.00,248.00,221.00,191.00,158.00,581.00,199.00,387.00,1090.00,883.00,560.00,576.00,467.00,934.00,1755.00,37.20,621.00,602.00,785.00,791.00,781.00,783.00,16.20,605.00,1750.00,967.00,522.00,1001.00,96.30
15362,5362,Female,568.00,227.00,180.00,503.00,765.00,585.00,323.00,363.00,128.00,832.00,748.00,611.00,802.00,784.00,226.00,741.00,105.00,250.00,180.00,187.00,133.00,530.00,182.00,405.00,1016.00,846.00,512.00,454.00,394.00,843.00,1643.00,12.80,572.00,562.00,769.33,771.00,766.00,771.00,24.00,708.00,1560.00,736.00,305.00,1038.00,57.40
15363,5363,Female,624.00,253.00,220.00,555.00,833.00,613.00,335.00,386.00,128.00,905.00,802.00,619.00,899.00,837.00,,819.00,111.00,245.00,199.00,181.00,148.00,532.00,176.00,379.00,980.00,815.00,543.00,440.00,449.00,925.00,1740.00,13.20,592.00,581.00,776.33,756.00,785.00,788.00,9.00,605.00,1575.00,757.00,393.00,1062.00,66.40
15365,5365,Female,637.00,259.00,213.00,550.00,809.00,596.00,337.00,481.00,144.00,1253.00,1020.00,649.00,1146.00,756.00,281.00,833.00,121.00,236.00,198.00,191.00,160.00,559.00,184.00,,1275.00,837.00,521.00,509.00,470.00,933.00,1696.00,23.60,746.00,,818.00,803.00,822.00,829.00,20.00,785.00,1829.00,1097.00,425.00,1032.00,104.20
15366,5366,Male,650.00,274.00,200.00,580.00,855.00,655.00,380.00,455.00,145.00,1032.00,,629.00,1011.00,867.00,258.00,849.00,116.00,267.00,219.00,203.00,150.00,567.00,189.00,400.00,1060.00,915.00,563.00,515.00,447.00,967.00,1837.00,20.00,574.00,605.00,880.00,870.00,884.00,886.00,11.00,655.00,1816.00,976.00,485.00,1072.00,88.70
15368,5368,Female,584.00,245.00,210.00,530.00,780.00,570.00,320.00,405.00,129.00,999.00,823.00,620.00,930.00,818.00,256.00,763.00,111.00,247.00,182.00,191.00,139.00,548.00,188.00,471.00,1122.00,843.00,534.00,420.00,428.00,884.00,1670.00,16.80,664.00,641.00,762.67,769.00,754.00,765.00,17.00,725.00,1657.00,833.00,360.00,1056.00,74.90
15369,5369,Female,580.00,241.00,212.00,520.00,770.00,558.00,308.00,420.00,138.00,1120.00,890.00,620.00,1014.00,809.00,241.00,787.00,111.00,245.00,187.00,182.00,147.00,551.00,189.00,412.00,1020.00,850.00,510.00,406.00,432.00,904.00,1707.00,25.00,627.00,635.00,793.33,798.00,805.00,777.00,20.20,730.00,1690.00,907.00,407.00,1081.00,80.40
15371,5371,Male,632.00,282.00,231.00,570.00,862.00,631.00,339.00,450.00,144.00,1068.00,,620.00,1062.00,823.00,265.00,767.00,124.00,281.00,240.00,212.00,156.00,581.00,198.00,389.00,1046.00,830.00,542.00,478.00,456.00,892.00,1733.00,24.80,616.00,593.00,844.67,842.00,832.00,860.00,13.50,562.00,1739.00,1009.00,530.00,976.00,87.90
15372,5372,Female,645.00,254.00,194.00,550.00,814.00,620.00,356.00,382.00,135.00,900.00,798.00,626.00,872.00,846.00,283.00,815.00,114.00,249.00,193.00,192.00,145.00,550.00,186.00,441.00,1106.00,865.00,535.00,434.00,451.00,928.00,1765.00,12.20,618.00,605.00,793.67,796.00,793.00,792.00,17.00,710.00,1660.00,751.00,358.00,1104.00,73.20
15375,5375,Female,588.00,237.00,205.00,525.00,825.00,620.00,320.00,361.00,130.00,860.00,719.00,596.00,824.00,802.00,260.00,785.00,101.00,233.00,195.00,173.00,142.00,549.00,186.00,398.00,1019.00,809.00,503.00,382.00,420.00,894.00,1672.00,8.80,582.00,575.00,693.00,700.00,693.00,686.00,15.60,630.00,1526.00,685.00,390.00,1034.00,60.90
15376,5376,Female,592.00,257.00,190.00,577.00,847.00,657.00,387.00,435.00,134.00,1112.00,925.00,664.00,996.00,908.00,201.00,771.00,119.00,259.00,205.00,200.00,147.00,558.00,194.00,398.00,1052.00,930.00,576.00,498.00,435.00,887.00,1793.00,29.40,648.00,636.00,821.33,825.00,822.00,817.00,29.80,605.00,1672.00,1079.00,435.00,1105.00,88.50
15377,5377,Male,628.00,272.00,195.00,564.00,840.00,645.00,369.00,469.00,131.00,948.00,,634.00,979.00,880.00,259.00,850.00,117.00,283.00,232.00,218.00,146.00,581.00,199.00,351.00,942.00,926.00,542.00,488.00,441.00,956.00,1840.00,14.60,527.00,545.00,838.00,820.00,849.00,845.00,6.00,615.00,1650.00,910.00,482.00,1092.00,78.60
15379,5379,Female,628.00,255.00,224.00,590.00,855.00,631.00,366.00,449.00,138.00,1107.00,931.00,609.00,1031.00,830.00,258.00,814.00,120.00,266.00,201.00,206.00,147.00,539.00,189.00,380.00,977.00,879.00,541.00,495.00,476.00,924.00,1765.00,29.60,563.00,567.00,824.00,806.00,834.00,832.00,26.00,748.00,1700.00,928.00,372.00,1088.00,83.20
