"Waist Circumference, Pref (mm)",Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
0.2651000976562585,1.2166503906250057,4.534912109375,0.9803863525390639,1.0091430664062386,1.0041320800781222,1.5448547363281264,0.9021026611328082,2.9071105957031165,1.115509033203125,4.443493652343761,0.6954499053955079,0.10096243286132811
6.21270751953125,5.466741943359381,0.7240173339843778,2.3423797607421832,2.5182739257812443,2.5181884765625,2.06201171875,0.6806762695312472,3.19281005859375,0.8857482910156307,2.7023376464843807,0.5422812194824225,0.8245799865722665
2.110015869140625,2.5047424316406364,2.3577941894531307,0.3985839843750014,4.322375488281239,0.8141357421875028,2.1710937500000043,1.611053466796882,3.4524414062499886,3.687835693359375,2.860760498046872,0.15888461303710955,0.6025828857421862
7.541302490234372,1.7950073242187585,0.15641479492187216,1.0236602783203068,11.951965332031236,0.6559082031250085,6.920245361328128,0.15645446777343608,0.44847412109376705,1.9756713867187443,3.106524658203128,0.36949920654296875,0.664022064208984
6.282824707031253,4.178259277343756,5.968505859375,2.1009460449218835,4.049053955078122,0.4323669433593835,4.422442626953128,0.44584960937499574,1.109173583984358,0.6905456542968835,1.4153991699218693,0.22460879516601562,0.20838201904296838
9.599902343750003,2.234478759765622,1.4245788574218778,1.239431762695311,5.553063964843744,1.9770446777343693,2.0852416992187486,0.5191375732421903,7.046679687500003,1.7244689941406293,0.41782836914062216,0.09607925415039098,0.37385635375976545
7.667047119140619,0.004370117187505684,2.2729858398437557,0.24203796386719034,2.079119873046878,3.674304199218753,0.8810821533203139,2.2794250488281236,2.2013122558593636,2.243603515624997,2.0560058593749915,1.5588809967041009,0.867787933349609
6.8582214355468665,5.520324707031236,4.534320068359378,4.524758911132814,1.3087768554687642,0.016760253906255684,5.345642089843757,1.8300659179687528,5.133074951171878,2.4763122558593764,6.16556396484377,0.029338531494139453,0.15059710693359385
3.0762084960937557,2.502520751953128,0.24156494140625284,2.2250915527343764,0.6278625488281193,5.169873046874997,1.3104431152343778,0.6434478759765554,6.160412597656233,1.8502197265625,0.09306030273437216,0.13749961853027326,0.4632026672363274
8.936486816406259,2.0591247558593864,1.0572082519531278,1.97222900390625,2.824206542968767,1.2437927246093778,1.5415710449218736,0.7460693359374986,0.3719238281249915,1.3845947265624972,1.3446838378906278,0.8272576293945306,0.6340735778808595
1.1671203613281165,2.1650939941406193,2.8169006347656165,0.7606048583984375,2.2830749511718693,2.924145507812497,1.8231872558593736,0.7137908935546875,2.7871032714843835,3.5511962890624957,0.6538208007812472,0.41092491149902344,0.12195587158203125
2.0260681152343807,4.487261962890628,0.2613586425781307,1.8912628173828097,5.755444335937511,1.85919189453125,0.19855957031249716,2.7186614990234403,2.058056640624997,1.4608642578125028,2.675152587890622,0.36894747924804694,0.20192440795898392
6.871478271484378,4.035620117187506,3.924267578124997,0.03047790527343608,9.128564453125009,2.678387451171872,11.48675537109375,3.1512084960937443,2.405560302734358,1.8179809570312528,6.383618164062497,0.5181766510009762,0.16293258666992205
