"Waist Circumference, Pref (mm)",Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
0.20534667968750853,0.7042663574218864,5.285125732421875,1.2563903808593793,1.3154663085937557,1.7942565917968665,0.2803405761718736,0.6169799804687486,2.307067871093764,0.7488220214843722,2.091339111328111,0.6739250946044919,0.1609546508789066
5.3814697265625,6.955786132812506,2.2198486328125,2.8355468749999986,1.742663574218767,2.517077636718753,0.652191162109375,0.7101013183593707,2.222137451171889,0.5630004882812472,4.1254516601562585,0.6461828918457035,0.6843829956054694
6.920306396484378,4.539422607421869,5.4148803710937585,0.56146240234375,0.40006713867188637,0.23327026367188353,0.5441040039062557,1.5065734863281222,1.8104980468749972,3.542224121093753,5.9915527343749915,0.06853045654296874,0.7331531066894517
6.385345458984375,2.9037048339843494,0.7848449707031193,0.5875457763671861,4.303271484375003,1.6532714843749972,2.275073242187503,0.5119415283203068,0.6028808593750057,1.3793151855468722,1.5917663574218892,0.39101562499999964,0.6755607604980458
3.5000671386718807,1.8085144042968864,4.213531494140625,2.7967498779296918,3.9263061523437557,0.08504638671875853,4.951519775390622,0.7884613037109318,1.7757324218750057,1.2851074218749972,0.23410644531249147,0.0823270721435545,0.06967504882812481
9.294885253906244,2.323162841796872,1.9196228027343807,0.9555480957031293,2.813629150390625,3.1304077148437415,0.3514404296875,0.21816101074218608,8.560150146484375,1.3410766601562543,0.7052429199218722,0.03335800170898384,0.19473342895507795
6.788104248046878,0.2849182128906307,2.9925170898437585,0.5854278564453139,0.9896606445312415,2.443756103515625,1.2034362792968807,2.617947387695324,3.7961547851562614,1.8648864746093707,1.8845092773437386,1.4855197906494135,0.683136749267578
1.9171020507812528,0.17424316406250284,0.623321533203125,3.874835205078128,2.173327636718767,0.3536743164062557,7.759936523437503,2.3085693359374986,4.2058044433593835,2.684094238281247,1.19461669921877,0.11436889648437454,0.04792965698242124
4.744390869140631,1.1076538085937528,1.4989501953124886,2.505413818359372,2.2335571289062415,4.894665527343747,0.40578002929687784,0.20285339355469034,6.4198059082031165,1.5901306152343793,1.7852722167968693,0.09548301696777362,0.369251251220704
3.957080078125003,5.037585449218753,0.6210510253906278,1.9318511962890597,2.6080078125000057,2.1168579101562415,2.309661865234375,0.8465026855468736,2.2650512695312415,1.7139160156249957,3.662139892578125,0.904370971679687,0.4921859130859385
1.5923889160156222,1.2579711914062415,2.441967773437497,0.8127563476562472,0.28632812500001137,2.4077819824218807,3.2002807617187443,0.8431640625000014,1.6421081542968778,2.970977783203125,1.053741455078125,0.36841926574706996,0.055948638916014204
3.344775390625003,5.866998291015648,1.4760559082031222,1.873056030273439,0.45429687500001137,0.34462280273437784,2.9410156249999986,2.5250793457031193,1.073986816406233,0.6735961914062472,3.624218749999997,0.35547244262695266,0.14536389160156205
