"Waist Circumference, Pref (mm)",Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
0.434783935546875,1.4166748046875028,5.603643798828131,0.9188018798828139,2.17913818359375,2.1000427246093665,0.47120971679687784,1.7741271972656278,0.8174072265624943,0.3277587890625,3.192395019531233,0.6644898223876963,0.3035091247558599
5.041229248046875,5.544531250000006,1.4842712402343778,2.39227294921875,0.3164306640624943,2.521624755859378,0.15859375000000142,0.9466766357421861,2.099566650390628,0.513885498046875,3.3638244628906335,0.6125326843261725,0.7231822814941413
4.2213073730468835,2.4895385742187557,2.853485107421875,0.14807739257812358,1.3153198242187472,0.4686340332031165,0.21810302734375142,1.2803894042968835,2.85906982421875,4.035009765624999,4.176892089843761,0.24953173828124964,0.6069736022949206
4.176617431640622,4.5179504394531165,2.170239257812497,0.20097656249999574,2.3594848632812386,0.8874572753906165,1.489959716796875,1.36065673828125,1.491467285156233,1.6546081542968807,0.9982849121093835,0.5210029602050792,0.7410911560058597
1.5673767089843835,0.6217895507812443,2.5381103515625085,3.176687622070311,4.048168945312497,0.6932250976562528,5.326257324218751,0.8982055664062472,2.752886962890642,1.956298828125,1.7091186523437472,0.04865856933593804,0.051281341552734006
10.258190917968747,1.7290832519531278,0.7625061035156193,0.9933502197265582,2.706817626953125,3.740386962890625,0.06921997070312358,0.3545013427734389,7.880279541015639,1.1862854003906236,1.1445251464843693,0.13900794982910192,0.3336318969726557
7.940197753906247,0.07148437499999716,1.939483642578125,0.5942810058593793,1.3458435058593778,2.0072021484375,1.790557861328125,2.5123962402343736,3.0370727539062443,1.7938049316406222,1.6877197265624915,1.598389434814453,0.8194244384765623
0.8539916992187528,0.21511230468749432,0.3964599609375057,3.382098388671878,2.180126953124997,0.41038818359375284,7.601232910156256,3.1192657470703153,3.794647216796889,2.132183837890622,1.246325683593767,0.1404846954345702,0.06291073608398356
4.419995117187497,0.32960815429687784,1.4425231933593636,2.2190521240234418,0.5424987792968778,4.795178222656247,1.4195922851562486,0.12250061035155824,6.236767578124997,1.5748107910156293,0.8501403808593722,0.08749427795410192,0.38724365234374947
7.664624023437497,3.3614868164062557,0.39873046875000284,1.8822753906249972,2.407653808593764,1.0151611328124943,1.3472534179687514,0.9776580810546847,0.21937255859374716,0.9508239746093707,1.7896850585937472,0.9787255249023437,0.7228728637695312
0.44077758789062216,1.6889160156249972,3.424163818359375,0.5150085449218764,0.24359741210935226,3.225939941406253,2.245404052734372,0.6618927001953168,2.1733154296875057,3.55291748046875,0.8224609374999972,0.43308067321777344,0.028599548339843572
3.189923095703122,5.8930297851562585,1.7860778808593807,1.9139373779296847,1.0268066406250114,0.9025024414062557,2.321453857421872,2.3625640869140625,0.720947265625,1.2429321289062472,4.224749755859378,0.29503771972656256,0.18525418090820267
5.453564453124997,2.228210449218764,1.2456420898437415,0.67401123046875,2.4359130859375,2.04156494140625,6.01092529296875,2.926495361328115,3.410839843749997,2.006390380859372,3.0165466308593665,0.5825782775878903,0.30977096557617223
