"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
919.0,978.0,560.0,1059.0,961.0,624.0,471.0,1164.0,711.0,998.0,75.18,100.58
875.0,940.0,470.0,970.0,759.0,564.0,438.0,992.0,609.0,961.0,70.0,82.0
867.0,969.0,470.0,987.0,767.0,569.0,427.0,937.0,614.0,990.0,68.0,79.0
949.0,1106.0,510.0,1110.0,927.0,627.0,503.0,1181.0,694.0,1148.0,75.1,90.85
858.0,981.0,470.0,925.0,710.0,540.0,461.0,911.0,603.0,1001.0,61.0,78.0
955.0,1026.0,470.0,1074.0,813.0,660.0,500.0,1027.0,701.0,1045.0,76.0,89.0
1041.0,1100.0,498.0,1053.0,832.0,630.0,448.0,1077.0,645.0,1058.0,66.72,84.06
910.0,1007.0,448.0,980.0,823.0,585.0,488.0,1001.0,650.0,1038.0,80.02,104.2
693.0,912.0,435.0,848.0,787.0,490.0,436.0,1005.0,618.0,905.0,67.0,84.0
862.0,919.0,442.0,1031.0,871.0,609.0,469.0,1074.0,646.0,961.0,70.45,80.49
865.0,1027.0,455.0,993.0,790.0,580.0,437.0,991.0,625.0,1005.0,73.0,89.0
1075.0,1227.0,598.0,1227.0,810.0,738.0,582.0,1004.0,676.0,1165.0,75.46,100.85
905.0,972.0,475.0,1076.0,833.0,636.0,475.0,1018.0,618.0,1011.0,71.09,96.18
740.0,877.0,479.0,883.0,735.0,535.0,434.0,939.0,568.0,917.0,66.0,71.0
775.0,854.0,495.0,950.0,782.0,545.0,430.0,981.0,606.0,878.0,64.0,78.0
778.0,862.0,458.0,948.0,943.0,532.0,461.0,1185.0,706.0,909.0,76.04,106.1
812.0,925.0,455.0,917.0,797.0,536.0,457.0,1010.0,649.0,932.0,74.0,90.0
945.0,989.0,499.0,1159.0,891.0,690.0,478.0,1158.0,658.0,1006.0,73.87,96.45
733.0,882.0,465.0,924.0,767.0,514.0,413.0,949.0,589.0,923.0,64.0,77.0
841.0,980.0,482.0,982.0,761.0,536.0,437.0,1037.0,649.0,983.0,64.0,83.0
852.0,984.0,442.0,1026.0,865.0,635.0,487.0,1050.0,645.0,1004.0,70.49,87.49
903.0,1025.0,466.0,1005.0,823.0,576.0,459.0,1025.0,612.0,1028.0,67.99,83.6
754.0,893.0,489.0,927.0,843.0,551.0,448.0,1043.0,645.0,928.0,68.0,86.0
799.0,909.0,437.0,972.0,886.0,526.0,447.0,1099.0,653.0,929.0,72.1,95.72
944.0,1120.0,495.0,1030.0,721.0,579.0,500.0,954.0,636.0,1114.0,67.0,78.0
902.0,1008.0,492.0,1020.0,827.0,562.0,467.0,1067.0,644.0,1049.0,70.0,98.0
767.0,964.0,419.0,1072.0,887.0,585.0,421.0,1184.0,657.0,921.0,74.4,97.58
1002.0,1034.0,463.0,1159.0,925.0,667.0,451.0,1146.0,701.0,1009.0,84.77,92.34
885.0,953.0,455.0,953.0,758.0,549.0,473.0,964.0,615.0,982.0,66.0,79.0
907.0,1010.0,480.0,1091.0,824.0,660.0,498.0,1052.0,663.0,1010.0,71.0,96.0
1038.0,1138.0,533.0,1153.0,902.0,633.0,524.0,1103.0,655.0,1165.0,76.51,104.84
750.0,925.0,498.0,905.0,814.0,533.0,453.0,1026.0,615.0,949.0,72.0,91.0
1074.0,1170.0,532.0,1152.0,963.0,646.0,491.0,1142.0,734.0,1167.0,75.92,98.09
951.0,1050.0,510.0,1030.0,932.0,575.0,437.0,1148.0,692.0,1050.0,76.74,83.13
807.0,881.0,436.0,982.0,833.0,551.0,432.0,1042.0,595.0,921.0,71.1,92.57
891.0,978.0,464.0,1070.0,839.0,584.0,455.0,1068.0,641.0,984.0,66.83,81.04
909.0,1080.0,513.0,1057.0,804.0,617.0,497.0,1011.0,637.0,1104.0,67.0,90.0
1065.0,1078.0,554.0,1139.0,934.0,619.0,494.0,1170.0,699.0,1090.0,78.66,102.58
962.0,1055.0,507.0,1062.0,782.0,610.0,468.0,965.0,606.0,1000.0,72.0,85.0
997.0,1081.0,523.0,1045.0,760.0,589.0,507.0,970.0,628.0,1061.0,63.91,77.57
766.0,904.0,460.0,943.0,822.0,554.0,420.0,1056.0,610.0,920.0,65.86,88.06
886.0,992.0,479.0,994.0,776.0,559.0,466.0,1011.0,625.0,1000.0,78.0,89.0
901.0,971.0,475.0,1035.0,880.0,608.0,453.0,1139.0,675.0,1003.0,71.76,88.97
877.0,941.0,485.0,1026.0,753.0,581.0,423.0,943.0,580.0,965.0,66.0,80.0
820.0,959.0,455.0,966.0,862.0,585.0,447.0,1060.0,669.0,957.0,66.0,76.0
784.0,927.0,475.0,915.0,880.0,512.0,462.0,1043.0,653.0,1000.0,84.0,93.0
816.0,897.0,459.0,942.0,769.0,552.0,420.0,986.0,639.0,930.0,62.0,76.0
843.0,926.0,458.0,1006.0,827.0,593.0,490.0,1043.0,638.0,984.0,82.02,94.41
816.0,995.0,473.0,946.0,746.0,560.0,492.0,963.0,596.0,1012.0,66.0,81.0
880.0,974.0,490.0,1030.0,800.0,620.0,506.0,1028.0,653.0,1031.0,74.0,82.0
888.0,1050.0,505.0,1002.0,808.0,579.0,463.0,999.0,640.0,1037.0,62.0,75.0
789.0,889.0,455.0,960.0,789.0,553.0,433.0,968.0,629.0,927.0,72.0,84.0
810.0,955.0,463.0,947.0,686.0,535.0,437.0,936.0,595.0,955.0,61.0,74.0
978.0,1062.0,496.0,1040.0,886.0,605.0,490.0,1133.0,717.0,1091.0,82.7,106.32
883.0,932.0,503.0,1050.0,836.0,591.0,453.0,1063.0,618.0,974.0,71.57,96.61
877.0,961.0,450.0,962.0,857.0,568.0,468.0,1078.0,645.0,977.0,71.98,87.85
777.0,946.0,487.0,960.0,779.0,575.0,449.0,995.0,595.0,948.0,68.0,84.0
760.0,913.0,470.0,996.0,872.0,580.0,451.0,1131.0,619.0,922.0,79.0,102.82
682.0,826.0,429.0,816.0,849.0,430.0,402.0,1025.0,654.0,838.0,72.0,76.0
981.0,1069.0,517.0,1030.0,850.0,630.0,482.0,1078.0,663.0,1042.0,68.5,90.21
996.0,1179.0,512.0,1094.0,749.0,597.0,481.0,913.0,587.0,1127.0,62.23,93.12
867.0,1099.0,482.0,1090.0,890.0,660.0,535.0,1101.0,672.0,1138.0,64.89,90.7
801.0,925.0,445.0,990.0,770.0,610.0,446.0,1009.0,622.0,930.0,66.0,74.0
850.0,1005.0,502.0,987.0,787.0,580.0,469.0,1023.0,602.0,1029.0,70.0,80.0
927.0,1019.0,490.0,1066.0,889.0,613.0,478.0,1104.0,669.0,1042.0,80.02,96.5
1002.0,1193.0,485.0,1050.0,817.0,570.0,507.0,980.0,631.0,1138.0,70.62,91.49
809.0,866.0,465.0,920.0,845.0,529.0,408.0,1025.0,660.0,896.0,76.0,76.0
954.0,923.0,528.0,1046.0,1008.0,554.0,503.0,1190.0,720.0,953.0,81.13,99.8
879.0,1014.0,484.0,1030.0,744.0,656.0,501.0,918.0,601.0,1052.0,60.0,76.0
1011.0,1060.0,481.0,1029.0,792.0,586.0,486.0,1025.0,615.0,1055.0,73.16,91.62
847.0,947.0,476.0,1033.0,794.0,611.0,468.0,1012.0,663.0,992.0,74.0,89.0
1112.0,1162.0,479.0,1140.0,917.0,649.0,493.0,1070.0,675.0,1155.0,81.5,106.03
762.0,886.0,455.0,974.0,801.0,552.0,446.0,1027.0,607.0,898.0,74.0,75.0
959.0,995.0,488.0,954.0,897.0,500.0,415.0,1115.0,632.0,1005.0,72.25,91.75
753.0,891.0,488.0,927.0,809.0,543.0,455.0,1021.0,636.0,955.0,62.0,74.0
977.0,1037.0,511.0,1109.0,944.0,658.0,467.0,1163.0,703.0,1054.0,88.38,85.3
933.0,1027.0,499.0,1013.0,822.0,582.0,447.0,1026.0,611.0,1027.0,70.83,90.56
948.0,1079.0,470.0,1023.0,785.0,581.0,473.0,965.0,646.0,1067.0,62.0,84.0
795.0,954.0,499.0,930.0,733.0,504.0,435.0,956.0,604.0,975.0,62.0,79.0
810.0,874.0,445.0,1010.0,769.0,580.0,464.0,1029.0,657.0,880.0,71.0,85.0
946.0,1018.0,470.0,1026.0,910.0,604.0,465.0,1099.0,647.0,993.0,79.14,89.56
897.0,951.0,464.0,916.0,818.0,492.0,427.0,1060.0,612.0,963.0,66.56,83.63
1080.0,1210.0,494.0,1122.0,912.0,647.0,519.0,1156.0,655.0,1202.0,81.5,96.0
738.0,905.0,476.0,915.0,814.0,505.0,464.0,1068.0,661.0,967.0,67.0,82.0
822.0,942.0,452.0,1011.0,884.0,572.0,476.0,1101.0,636.0,959.0,77.44,91.99
809.0,930.0,473.0,961.0,808.0,574.0,460.0,1011.0,662.0,974.0,64.0,80.0
830.0,970.0,456.0,994.0,784.0,578.0,475.0,1006.0,625.0,963.0,66.0,78.0
965.0,1042.0,509.0,1069.0,857.0,596.0,501.0,1054.0,670.0,1075.0,70.15,102.25
960.0,1081.0,516.0,982.0,827.0,535.0,501.0,1064.0,667.0,1070.0,66.0,82.0
747.0,890.0,497.0,910.0,758.0,534.0,461.0,970.0,610.0,911.0,74.0,88.0
918.0,984.0,498.0,1040.0,972.0,549.0,462.0,1266.0,706.0,986.0,80.03,103.44
804.0,864.0,474.0,940.0,792.0,527.0,467.0,1011.0,636.0,897.0,76.0,83.0
881.0,959.0,463.0,1031.0,926.0,566.0,475.0,1145.0,674.0,972.0,71.64,93.95
736.0,878.0,470.0,914.0,763.0,545.0,413.0,979.0,613.0,905.0,70.0,82.0
791.0,950.0,485.0,960.0,886.0,542.0,487.0,1051.0,681.0,1025.0,63.0,79.0
789.0,981.0,427.0,963.0,844.0,533.0,461.0,1084.0,652.0,974.0,79.27,94.39
831.0,885.0,453.0,970.0,851.0,582.0,414.0,1043.0,658.0,902.0,73.0,71.0
908.0,1044.0,529.0,1000.0,837.0,564.0,452.0,1017.0,640.0,1025.0,75.95,91.91
765.0,851.0,463.0,915.0,809.0,509.0,440.0,1033.0,635.0,881.0,56.0,72.0
954.0,1059.0,470.0,1016.0,825.0,546.0,469.0,1032.0,631.0,1042.0,65.11,78.91
824.0,941.0,427.0,900.0,661.0,509.0,421.0,839.0,566.0,916.0,64.0,70.0
774.0,904.0,440.0,935.0,787.0,545.0,459.0,995.0,646.0,950.0,70.0,79.0
771.0,860.0,457.0,961.0,854.0,549.0,451.0,1097.0,648.0,897.0,80.0,84.0
939.0,1048.0,452.0,1070.0,809.0,615.0,497.0,1075.0,617.0,1074.0,76.93,91.09
738.0,939.0,470.0,964.0,870.0,520.0,491.0,1116.0,681.0,960.0,80.0,87.0
760.0,872.0,480.0,960.0,818.0,550.0,452.0,1041.0,639.0,895.0,64.0,82.0
900.0,1027.0,510.0,1057.0,873.0,598.0,478.0,1062.0,671.0,1081.0,80.0,94.0
1041.0,1057.0,462.0,1041.0,800.0,559.0,469.0,1061.0,672.0,1038.0,78.3,103.25
859.0,987.0,460.0,997.0,828.0,553.0,462.0,1043.0,649.0,970.0,71.0,82.0
807.0,918.0,465.0,979.0,851.0,561.0,435.0,1058.0,610.0,926.0,71.9,82.12
984.0,1051.0,500.0,1078.0,884.0,610.0,461.0,1122.0,692.0,1007.0,83.57,99.42
830.0,930.0,454.0,994.0,802.0,561.0,460.0,1015.0,625.0,942.0,71.68,88.14
836.0,942.0,459.0,969.0,833.0,562.0,467.0,1046.0,616.0,968.0,75.46,91.86
835.0,927.0,466.0,949.0,826.0,520.0,450.0,1024.0,630.0,935.0,74.14,91.64
923.0,954.0,468.0,1080.0,766.0,647.0,426.0,955.0,593.0,959.0,66.0,73.0
915.0,973.0,474.0,973.0,862.0,544.0,460.0,1102.0,663.0,989.0,62.65,98.08
856.0,986.0,500.0,964.0,793.0,515.0,463.0,1022.0,620.0,1037.0,62.0,84.0
763.0,887.0,449.0,920.0,795.0,549.0,455.0,1025.0,596.0,951.0,61.45,84.92
832.0,932.0,500.0,986.0,785.0,583.0,435.0,992.0,604.0,970.0,64.0,83.0
790.0,945.0,494.0,964.0,914.0,532.0,461.0,1124.0,686.0,974.0,69.78,83.91
835.0,911.0,445.0,928.0,786.0,510.0,437.0,993.0,590.0,933.0,76.56,104.53
795.0,904.0,456.0,945.0,782.0,571.0,468.0,974.0,604.0,944.0,70.0,75.0
811.0,901.0,497.0,965.0,892.0,550.0,460.0,1094.0,635.0,919.0,81.27,89.02
839.0,970.0,453.0,980.0,834.0,586.0,439.0,1053.0,612.0,970.0,73.58,77.34
790.0,932.0,465.0,947.0,843.0,522.0,477.0,1063.0,660.0,960.0,66.41,88.58
945.0,1099.0,490.0,1052.0,845.0,628.0,502.0,1015.0,655.0,1112.0,70.0,79.0
815.0,947.0,490.0,993.0,898.0,587.0,482.0,1133.0,650.0,977.0,76.08,96.42
940.0,1040.0,483.0,985.0,770.0,565.0,479.0,1048.0,640.0,1035.0,71.0,80.0
775.0,865.0,445.0,900.0,753.0,541.0,440.0,945.0,579.0,943.0,76.0,77.0
755.0,874.0,463.0,934.0,779.0,555.0,436.0,1015.0,618.0,880.0,66.0,79.0
747.0,883.0,419.0,924.0,812.0,531.0,452.0,1005.0,604.0,913.0,67.18,82.02
784.0,856.0,467.0,924.0,733.0,520.0,413.0,980.0,585.0,888.0,66.0,80.0
1009.0,1186.0,495.0,1035.0,889.0,567.0,472.0,1035.0,661.0,1149.0,74.66,76.9
860.0,973.0,442.0,928.0,768.0,461.0,458.0,1000.0,582.0,1026.0,67.22,84.13
786.0,967.0,504.0,888.0,752.0,536.0,458.0,957.0,598.0,1028.0,68.0,85.0
955.0,1061.0,508.0,1062.0,777.0,582.0,496.0,1045.0,631.0,1056.0,68.15,89.62
881.0,964.0,442.0,1068.0,946.0,597.0,471.0,1137.0,686.0,988.0,63.95,79.38
767.0,925.0,474.0,993.0,753.0,570.0,457.0,992.0,616.0,982.0,70.0,74.0
805.0,922.0,472.0,919.0,826.0,522.0,446.0,1007.0,618.0,938.0,72.0,87.0
827.0,1057.0,486.0,972.0,850.0,527.0,476.0,1110.0,639.0,1070.0,79.02,96.48
785.0,966.0,480.0,933.0,854.0,501.0,456.0,1052.0,629.0,994.0,66.0,81.0
760.0,895.0,436.0,920.0,835.0,509.0,435.0,1036.0,596.0,917.0,66.44,85.32
827.0,972.0,498.0,1010.0,792.0,585.0,471.0,1027.0,660.0,958.0,68.0,85.0
813.0,954.0,451.0,1015.0,810.0,575.0,419.0,1025.0,633.0,945.0,64.0,84.0
752.0,990.0,497.0,945.0,728.0,580.0,495.0,964.0,618.0,1025.0,62.0,75.0
943.0,1020.0,494.0,970.0,725.0,544.0,452.0,1010.0,630.0,1000.0,62.0,82.0
1129.0,1225.0,518.0,1190.0,900.0,690.0,564.0,1158.0,708.0,1212.0,89.31,104.33
914.0,952.0,507.0,1015.0,895.0,545.0,464.0,1108.0,677.0,973.0,74.31,89.55
1040.0,1177.0,534.0,1085.0,904.0,608.0,502.0,1149.0,666.0,1176.0,74.48,89.89
912.0,962.0,473.0,1074.0,866.0,622.0,455.0,1103.0,655.0,962.0,66.07,84.51
801.0,920.0,462.0,960.0,878.0,559.0,458.0,1097.0,637.0,937.0,79.96,95.89
843.0,985.0,483.0,1006.0,901.0,590.0,467.0,1129.0,644.0,983.0,78.0,88.0
879.0,978.0,507.0,1024.0,845.0,587.0,492.0,1090.0,662.0,996.0,70.9,92.55
894.0,928.0,465.0,982.0,844.0,526.0,470.0,1018.0,614.0,969.0,71.34,81.75
972.0,994.0,471.0,1090.0,725.0,594.0,446.0,964.0,633.0,1036.0,64.0,75.0
914.0,973.0,465.0,941.0,742.0,553.0,417.0,989.0,613.0,934.0,72.0,74.0
930.0,1026.0,543.0,1071.0,862.0,607.0,486.0,1097.0,627.0,1064.0,70.6,92.71
837.0,919.0,483.0,973.0,780.0,535.0,462.0,1015.0,590.0,951.0,59.83,86.78
908.0,976.0,503.0,996.0,778.0,541.0,484.0,975.0,626.0,1000.0,72.0,87.0
737.0,899.0,478.0,904.0,862.0,515.0,461.0,1085.0,662.0,965.0,65.1,83.53
899.0,1058.0,443.0,1106.0,836.0,625.0,477.0,1106.0,639.0,1027.0,68.7,88.36
874.0,972.0,502.0,1064.0,756.0,641.0,446.0,978.0,614.0,961.0,66.0,79.0
810.0,917.0,440.0,937.0,732.0,529.0,428.0,937.0,600.0,923.0,63.0,72.0
760.0,841.0,455.0,880.0,759.0,491.0,422.0,964.0,595.0,979.0,62.0,81.0
738.0,924.0,453.0,949.0,810.0,517.0,459.0,1020.0,637.0,970.0,70.0,83.0
911.0,951.0,493.0,991.0,901.0,555.0,458.0,1095.0,690.0,952.0,73.0,84.0
797.0,900.0,475.0,970.0,767.0,590.0,460.0,1001.0,655.0,926.0,66.0,83.0
842.0,899.0,450.0,980.0,890.0,539.0,461.0,1102.0,669.0,918.0,76.17,99.24
887.0,947.0,439.0,1012.0,754.0,550.0,447.0,920.0,616.0,963.0,66.0,77.0
812.0,927.0,465.0,1005.0,805.0,582.0,470.0,1022.0,652.0,958.0,66.0,76.0
945.0,1065.0,511.0,1108.0,891.0,561.0,478.0,1090.0,673.0,1084.0,70.76,78.87
1220.0,1377.0,556.0,1271.0,855.0,697.0,570.0,1022.0,661.0,1287.0,67.14,93.55
865.0,1062.0,544.0,1065.0,888.0,613.0,488.0,1116.0,650.0,1064.0,72.99,87.42
834.0,920.0,452.0,956.0,777.0,534.0,453.0,980.0,597.0,907.0,83.14,97.29
746.0,909.0,452.0,1041.0,802.0,569.0,419.0,1058.0,621.0,884.0,69.57,83.81
819.0,979.0,517.0,1007.0,892.0,592.0,471.0,1141.0,672.0,1003.0,71.27,83.81
1068.0,1109.0,485.0,1170.0,882.0,706.0,506.0,1127.0,674.0,1074.0,76.32,97.36
844.0,1008.0,451.0,995.0,767.0,543.0,453.0,1008.0,630.0,1017.0,68.73,92.78
855.0,940.0,492.0,1033.0,826.0,575.0,450.0,1077.0,642.0,943.0,64.6,101.04
828.0,919.0,461.0,942.0,783.0,534.0,425.0,1020.0,654.0,933.0,67.0,82.0
900.0,890.0,504.0,980.0,737.0,550.0,470.0,974.0,603.0,980.0,65.0,83.0
820.0,978.0,475.0,945.0,770.0,543.0,487.0,985.0,629.0,1012.0,72.0,86.0
802.0,960.0,480.0,984.0,817.0,565.0,469.0,1018.0,637.0,992.0,60.0,84.0
1031.0,1071.0,568.0,1093.0,897.0,604.0,494.0,1167.0,737.0,1063.0,78.3,98.2
884.0,947.0,480.0,976.0,839.0,561.0,449.0,1047.0,646.0,971.0,81.11,88.36
