"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
2.613507080078122,0.10947875976563637,0.2124786376953125,1.8924194335937585,0.944976806640625,0.26688842773437216,0.007510375976558237,3.073046875000003,1.7104919433593864,2.6903015136718835,0.12958773803710866,0.35088458251953014
1.1062866210937443,3.0028076171875,0.09516296386718892,1.4220947265625057,1.6621459960937557,2.4313415527343807,4.12643737792969,3.763671875,2.4443603515624943,3.9687744140625085,0.7201034545898439,0.7851951599121101
1.2534851074218665,2.197253417968767,0.5907958984374986,1.41817626953123,4.100378417968756,2.172808837890635,0.31861572265624716,5.884326171875003,3.0715270996093693,0.5120666503906222,0.6208324584960927,0.37422109985351604
4.004699707031236,1.1292114257812358,0.4978088378906236,2.7977539062499943,0.9261657714843778,4.54791259765625,2.9348175048828082,1.6573608398437614,1.1745727539062614,0.23884277343749716,0.411636413574219,0.488122619628907
5.947131347656253,1.9886291503906364,2.2100982666015625,4.106115722656256,4.620025634765625,2.9316650390625014,0.6046478271484403,4.466052246093767,0.2828613281250085,2.2272094726562273,0.9068721923828109,1.2899483337402344
1.7185913085937585,1.4493347167968835,3.669259643554689,0.5845703125000057,1.5566772460937415,1.111846923828125,3.8910034179687543,4.58807373046875,1.15673828125,3.0185913085937557,0.5130098266601566,0.37383218383789085
8.97719116210935,8.096154785156244,0.8427734375,3.364001464843767,0.08834228515624432,4.539233398437503,2.419921875,5.37091064453125,0.3590026855468764,12.398583984375009,0.03952102661132795,0.8482803344726566
4.816992187500006,9.393969726562503,1.1149841308593764,3.4586547851562415,7.115441894531244,6.036822509765628,1.1097381591796918,5.767260742187503,0.9723205566406321,4.3495239257812415,0.3774408874511721,1.4405808410644525
1.2025634765625028,6.544390869140614,3.3984222412109375,1.183093261718767,2.7847656250000057,1.0940429687500028,0.19263305664063068,2.6849365234375,2.1731628417968736,4.167736816406233,1.0001159667968746,0.8874481201171882
2.070233154296872,0.7539550781250028,2.0214660644531293,3.0738769531250085,5.0610900878906335,1.1740173339843736,1.4648590087890625,2.19970703125,4.72662353515625,1.2703979492187614,0.45534802246093786,0.48521936035156266
0.9195556640625,2.6875976562500057,1.3447021484374986,0.5418273925781136,5.344635009765625,2.8447326660156307,1.565866088867189,3.363031005859355,1.9234802246093778,0.9914001464843523,0.5001052856445307,0.3233558654785158
7.97271728515625,6.267742919921886,0.28445129394530966,6.242095947265639,7.300189208984364,6.888110351562503,0.9795959472656222,7.394879150390622,1.9775329589843693,5.567926025390619,1.3540424804687508,0.7628256835937499
1.2344604492187443,4.529211425781256,0.3176361083984318,3.8301330566406193,7.0447998046875,1.1197570800781307,0.5117156982421847,10.460876464843764,1.1729980468750014,1.4821899414062472,0.03010330200195277,0.3024101257324219
13.77374877929688,13.774426269531261,6.262109375000001,11.210644531249997,1.081390380859375,9.887561035156246,5.594207763671868,5.6947998046874915,0.55072021484375,9.980163574218764,0.02415792846679654,0.5012568054199225
6.373779296875,6.742779541015622,0.24237060546875,4.6130737304687415,4.303088378906239,6.281896972656249,0.5574279785156264,5.424603271484358,2.6664672851562443,4.907727050781233,0.35587997436523455,0.2709541320800781
5.34075927734375,0.2824645996093835,2.085174560546882,6.08251953125,4.025457763671881,5.569696044921876,0.11045227050781392,0.6312377929687614,3.9085449218749986,0.7067932128906449,0.12405166625976616,0.35373077392578267
1.0222351074218778,3.584667968749997,1.4332641601562486,0.9696777343749972,0.11033325195312216,1.5791259765625014,0.24901123046874574,0.14350585937499716,0.8341918945312585,0.3408203125,0.02972869873046946,0.5117744445800785
3.634478759765628,1.9817260742187557,0.38146667480469176,0.9984619140625028,0.5943725585937614,1.8028747558593707,0.22879638671874858,1.2664672851562386,3.3242248535156307,2.95968017578123,0.24474176025390637,0.24334396362304922
0.7146728515624972,5.6038452148437585,1.0930511474609403,4.093054199218756,2.8462585449218807,2.5917907714843764,0.19389038085937926,0.6183593749999972,3.473034667968747,5.634814453124989,0.05453872680663974,0.5318519592285167
5.414807128906261,3.6868957519531307,0.7859893798828068,4.016552734375011,2.6148315429687443,5.523431396484376,2.403155517578128,3.391156005859372,0.5497314453125028,0.12816772460938353,0.0073883056640617895,0.5000595092773441
0.8430847167968665,3.0356689453125085,1.8301330566406335,6.516619873046878,2.860949707031253,0.2927795410156264,0.7207733154296889,0.10289916992188353,2.9563232421874943,2.1939270019531136,0.6563411560058601,0.9168755493164049
1.4608520507812557,1.285858154296875,1.448477172851561,2.297369384765645,2.8990722656249943,0.6365539550781207,0.43339843750000284,1.4421752929687557,3.9284729003906307,2.369354248046875,0.9406872558593742,0.014643280029297046
1.0767822265625,4.5101257324218835,0.69677734375,5.370391845703111,0.26591796875000284,2.216174316406253,0.04994506835937784,0.24711914062500284,2.779711914062503,4.417895507812489,0.31056182861328097,2.244721221923829
1.2819396972656278,0.9457641601562301,0.5824462890625028,0.04249267578124716,2.182629394531247,0.6752197265624957,3.8317749023437457,2.6924804687499915,0.3080749511718821,5.154473876953119,0.011100006103514914,0.3594886779785149
3.08538818359375,1.7014404296875085,0.6844360351562528,2.747631835937497,2.2425170898437443,3.2383666992187514,2.2069976806640668,4.136547851562511,1.1461120605468764,2.3211120605468807,0.554667785644531,0.06247482299804652
3.636669921874997,0.5904846191406392,0.8692962646484261,5.009979248046875,1.344818115234375,3.346240234375003,0.17221679687499858,2.064440917968767,1.8088745117187557,2.3143066406250057,0.7542616271972662,0.3716543884277339
0.5044921874999915,1.9814270019531222,0.8050415039062457,1.5621459960937614,1.537261962890625,0.16573486328124432,0.6282958984375,2.680371093749997,6.36279296875,0.27283935546876137,0.334102416992188,0.011146270751952514
3.541491699218753,1.60894775390625,2.605673217773436,2.7056762695312386,3.445690917968747,0.228271484375,3.0693328857421918,2.039074707031233,3.015045166015625,2.667163085937503,0.6239361877441407,1.2065926513671865
6.499627685546869,3.8290039062499943,0.2703460693359361,3.1578613281249943,0.16126708984374716,3.595916748046882,1.979522705078118,3.4993713378906364,0.5285888671875014,1.353057861328125,0.6637123107910163,0.13896331787109428
2.595050048828128,3.598681640625003,2.869250488281253,0.15108642578124432,5.057690429687497,3.0543212890625,2.1399291992187486,3.6580688476562386,1.79241943359375,5.470416259765628,0.6713133544921872,0.1573564758300776
