"Waist Circumference, Pref (mm)",Chest Circumference (mm),Neck Base Circumference (mm),"Hip Circumference, Maximum (mm)",Crotch Height (mm),Thigh Circumference (mm),Shoulder Breadth (mm),"Waist Height, Preferred (mm)",Arm Length (Shoulder to Wrist) (mm),Chest Girth (Chest Circumference at Scye) (mm),"Ankle Ht Rt (Malleolus, Lateral) (mm)",Malleolus Med Rt (mm)
2.019683837890625,0.6013549804687557,0.22018737792968324,2.903735351562503,0.22847900390624432,0.7964660644531278,0.1955718994140625,4.036853027343767,1.5308471679687585,1.4059509277343807,0.030677978515624815,0.34352984619140514
0.3172973632812415,1.3296264648437557,0.343719482421875,0.18108520507811932,1.1267150878906307,1.4941955566406264,3.4362915039062543,2.127185058593767,1.7137634277343778,3.227722167968764,0.5792121887207031,0.506418609619141
1.6662170410156278,4.334686279296889,1.2157165527343636,0.6940307617187642,3.8187011718750057,3.826129150390635,0.6534484863281236,5.482556152343761,2.904553222656247,2.6706176757812443,0.7753223571777337,0.23503500366210872
4.19461669921877,4.0921875000000085,1.3232482910156236,2.9322509765625,2.89666748046875,4.188342285156253,3.528952026367186,3.29833984375,2.190533447265622,3.1740966796875085,0.14489523315429675,0.9815559997558605
6.9582275390624915,3.2424804687499886,2.5182952880859375,1.5051086425781222,2.393420410156253,1.5545593261718693,0.9517547607421832,1.5801757812500057,1.0720886230468665,3.236907958984375,0.9895687255859364,1.1590958251953118
4.819323730468767,4.294738769531236,3.889813232421872,0.21783447265625,2.879351806640628,0.210479736328125,2.857348632812503,1.396514892578125,0.3602539062500014,4.639599609374997,0.7392816467285162,0.7148195800781245
4.00799560546875,11.327856445312506,2.3119232177734403,4.051489257812506,5.206695556640625,4.457202148437503,3.4842529296875,9.976806640625,0.36460571289062926,13.910668945312509,0.048017883300781605,0.5290283203125004
7.384655761718761,6.610217285156239,0.45006103515625284,2.4069458007812443,0.43402099609375,6.1690002441406335,0.11308898925781108,1.2334167480468778,0.3714050292968807,1.7384399414062415,0.13463082885742228,1.1271676025390622
1.4224792480468835,6.950146484374997,3.4144256591796847,1.8068237304687642,3.194537353515628,1.0563476562500043,0.16674499511719176,3.323974609375,2.75396728515625,3.865478515625,0.902312469482422,0.9423255920410156
1.322235107421875,2.9493774414062557,1.1058074951171903,4.574774169921881,4.930310058593761,3.1178649902343736,0.2571807861328139,1.9544189453125114,4.491900634765628,1.0978637695312585,0.3743497924804693,0.4231351623535158
2.3406616210937443,6.480548095703114,2.0906097412109403,0.9939147949218778,1.9404235839843835,2.8459289550781293,0.9448822021484347,0.6194702148437443,0.5834411621093736,1.9144958496093807,0.5189331054687498,0.31793823242187447
1.47076416015625,1.6484008789062443,1.370962524414061,1.355682373046875,1.421875,3.3705902099609375,0.1739654541015625,2.618762207031253,1.0047485351562457,1.6015136718749972,0.4099308471679688,0.4239890136718749
4.181347656249997,5.344891357421872,0.41237182617188495,0.27662353515623295,5.196673583984378,1.1507934570312486,1.0125366210937443,7.478826904296881,0.9670654296874943,2.6163391113281307,0.22276611328125018,0.16826324462890607
17.797613525390645,14.435559082031261,6.694723510742193,12.624658203124994,4.025170898437494,10.29341430664062,4.564089965820308,6.8470458984375,0.5423828124999943,6.129345703124997,0.04261148071289167,0.21952767944336138
7.1279235839843835,6.686413574218747,0.15015258789062358,5.391217041015622,1.9659057617187443,5.140802001953119,0.7602111816406207,2.848773193359378,1.064178466796875,3.9220031738281165,0.4132652282714844,0.6809913635253908
5.631549072265628,0.30290527343750284,1.0737335205078082,5.943035888671872,3.055084228515625,5.917041015625003,0.5895355224609418,0.3481079101562443,2.7956726074218707,1.2525390625000057,0.3217636108398443,0.5799247741699229
2.2222106933593864,3.557543945312503,1.2202117919921847,0.5165649414062585,1.0934265136718722,2.1201110839843693,0.1023712158203196,1.2814086914062415,0.74468994140625,0.4867004394531165,0.0972427368164066,0.6152793884277354
1.477813720703125,3.0252136230468807,1.1133178710937486,1.0313842773437472,2.321716308593764,2.1214172363281207,0.34770507812500284,3.6410156249999943,3.3647705078124943,1.3553710937500085,0.39825814819335914,0.05708328247070149
2.2840026855468665,6.335626220703119,0.6875122070312543,5.613958740234352,5.246325683593753,3.6132324218750043,0.18659362792968892,0.8493041992187642,3.4334045410156193,6.582067871093756,0.3973426818847656,0.39041442871093857
